c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes
906,1575,2,925,0,0,0,0,20,,,,,,,,27842,203,"Temple ID 138846 Location: 芫湖縣甸山; Founding: 南唐，顺义五年; Other: 旧名普济院。"
906,1576,2,0,0,0,0,0,20,,,,,,,,27842,204,"Temple ID 138847 Location: 鳳翔縣東東門外; Other: 寺壁存吴道子佛像画"
906,1577,2,0,0,0,0,0,20,,,,,,,,27842,204,"Temple ID 140334 Location: 新興州北"
907,1578,2,1435,0,0,2,0,20,,,,,,,,27842,202,"Temple ID 138848 Location: 錦縣北; Founding: 明正统初; Other: 观音洞？洞中百佘石佛"
908,1579,2,764,0,0,0,0,20,,,,,,,,27842,202,"Temple ID 138849 Location: 蒲臺縣東南; Founding: 唐广德二年"
909,1580,2,0,0,0,0,0,20,,,,,,,,27842,198,"Temple ID 139968 Location: 藍山縣西門外"
910,1581,2,1230,0,0,2,0,20,,,,,,,,27842,202,"Temple ID 139995 Location: 永川縣治南; Founding: 宋宝庆中"
911,1582,2,1100,0,0,2,0,20,,,,,,,,27842,53,"Temple ID 140278 Location: 貴縣南山; Founding: 宋代; Other: 宋咸平初，太宗真宗赐御书"
912,1583,2,0,0,0,0,0,20,,,,,,,,27842,52,"Temple ID 138852 Location: 山陽縣西北鉢池山; Other: 明正统中重建，王乔练丹处"
913,1584,2,1180,0,0,2,0,20,,,,,,,,27842,52,"Temple ID 139925 Location: 芷江縣葉家山; Founding: 宋淳熙中; Other: 县人游玩处"
914,1585,2,1005,0,0,2,0,20,,,,,,,,27842,52,"Temple ID 140034 Location: 府治西北; Founding: 宋咸平中"
915,1586,2,0,0,0,0,0,20,,,,,,,,27842,159,"Temple ID 139857 Location: 長沙縣智度山; Other: 唐慧觉此居"
916,1587,2,800,0,0,2,0,20,,,,,,,,27842,160,"Temple ID 139652 Location: 泰和縣治西北; Founding: 唐代; Other: 宋代治平中赐额"
917,1588,2,685,0,0,2,0,20,,,,,,,,27842,158,"Temple ID 138855 Location: 洋縣西; Founding: 唐仪凤中"
918,1589,2,0,0,0,0,0,20,,,,,,,,27842,158,"Temple ID 138856 Location: 嵩祝寺西; Founding: na"
918,1590,2,0,0,0,0,0,20,,,,,,,,27842,159,"Temple ID 138857 Location: 江都縣東南隅河; Other: 旧名吉祥庵。乾隆十六年赐额"
919,1591,2,0,0,0,0,0,20,,,,,,,,27842,159,"Temple ID 140042 Location: 名山縣西; Other: 县南有水月寺"
920,1592,2,0,0,0,0,0,20,,,,,,,,27842,42,"Temple ID 140422 Location: 鎮寧州北"
921,1593,2,865,0,0,2,0,20,,,,,,,,27842,42,"Temple ID 140205 Location: 保昌縣內; Founding: 唐咸通中"
922,1594,2,800,0,0,2,0,20,,,,,,,,27842,102,"Temple ID 139851 Location: 長沙縣書堂山; Founding: 唐代"
923,1595,2,0,0,0,0,0,20,,,,,,,,27842,141,"Temple ID 139962 Location: 通道縣東"
924,1596,2,0,0,0,0,0,20,,,,,,,,27842,141,"Temple ID 139388 Location: 洛州縣南"
924,1597,2,1100,0,0,2,0,20,,,,,,,,27842,141,"Temple ID 140290 Location: 安寧州蔥山; Founding: 宋代"
924,1598,2,0,0,0,0,0,20,,,,,,,,27842,141,"Temple ID 140374 Location: 府城東北; Other: 山水清奇胜地"
925,1599,2,530,0,0,2,0,20,,,,,,,,27842,140,"Temple ID 139803 Location: 江陵縣曾口; Founding: 梁代"
926,1600,2,0,0,0,0,0,20,,,,,,,,27842,31,"Temple ID 138232 Location: 登封縣西北; Other: 魏孝文帝避署宫"
927,1601,2,530,0,0,2,0,20,,,,,,,,27842,31,"Temple ID 138233 Location: 旌德縣東北; Founding: 梁代; Other: 太平兴国中复兴"
927,1602,2,0,0,0,0,0,20,,,,,,,,27842,31,"Temple ID 139949 Location: 州南"
928,1603,2,0,0,0,0,0,20,,,,,,,,27842,54,"Temple ID 139392 Location: 州城西北; Other: 有名人题咏"
929,1604,2,1380,0,0,2,0,20,,,,,,,,27842,54,"Temple ID 140436 Location: 府城南; Founding: 明洪武中"
930,1605,2,1443,0,0,0,0,20,,,,,,,,27842,55,"Temple ID 140437 Location: 黃平州飛雲岩; Founding: 明正统八年; Other: 寺前有清激池"
931,1606,2,1350,0,0,2,0,20,,,,,,,,27842,55,"Temple ID 139818 Location: 光化縣東北; Founding: 元至正中"
932,1607,2,0,0,0,0,0,20,,,,,,,,27842,54,"Temple ID 140047 Location: 洪雅縣月珠山; Other: 寺有明月楼"
933,1608,2,980,0,0,2,0,20,,,,,,,,27842,214,"Temple ID 138858 Location: 州東南; Founding: 宋太平兴国初; Other: 别名庵头寺"
934,1609,2,0,0,0,0,0,20,,,,,,,,27842,214,"Temple ID 138859 Location: 天津縣運河北岸; Other: 乾隆一年重修"
934,1610,2,500,0,0,2,0,20,,,,,,,,27842,214,"Temple ID 138860 Location: 五臺縣望海峰; Founding: 后魏; Other: 康熙二十三年发帑重建，乾隆十四年重修"
935,1611,2,1670,0,0,0,0,20,,,,,,,,27842,162,"Temple ID 138861 Location: 朝陽縣東; Founding: 康熙九年; Other: 别有朝阳寺，康熙中建立"
935,1612,2,600,0,0,2,0,20,,,,,,,,27842,163,"Temple ID 138862 Location: 淇縣朝陽山下; Founding: 隋代"
936,1613,2,800,0,0,2,0,20,,,,,,,,27842,229,"Temple ID 139897 Location: 武陵縣東水佛山; Founding: 唐代"
937,1614,2,635,0,0,2,0,20,,,,,,,,27842,230,"Temple ID 139734 Location: 黃陂縣西; Founding: 唐贞观中"
938,1615,2,0,0,0,0,0,20,,,,,,,,27842,246,"Temple ID 140372 Location: 騰越州來鳳山; Other: 原为古龙凤神祠"
939,1616,2,0,0,0,0,0,20,,,,,,,,27842,231,"Temple ID 139474 Location: 秀水縣西古橋李亭; Other: 旧名报本禅院，宋宣和中改名王清万寿宫，建炎初复名，乾隆二十七年今额"
940,1617,2,0,0,0,2,0,20,,,,,,,,27842,83,"Temple ID 140539 Location: 日喀則城西都布山; Founding: 根敦单巴（宗客巴第子）; Other: 藏地首庙"
941,1618,2,350,0,0,2,0,20,,,,,,,,27842,93,"Temple ID 138863 Location: 城隍廟西; Founding: 晋代; Other: 晋朱明故宅"
942,1619,2,1130,0,0,0,0,20,,,,,,,,27842,179,"Temple ID 138180 Location: 昭文縣治南; Founding: 宋建炎四年; Other: 一名方塔寺"
942,1620,2,525,0,0,2,0,20,,,,,,,,27842,179,"Temple ID 139471 Location: 嘉興縣東; Founding: 梁天监中; Other: 传为汉朱卖臣故宅"
943,1621,2,1170,0,0,2,0,20,,,,,,,,27842,178,"Temple ID 138181 Location: 漆水縣東南隅; Founding: 金大定中"
943,1622,2,0,0,0,0,0,20,,,,,,,,27842,178,"Temple ID 140292 Location: 昆明縣南; Other: 一名常乐寺，有十三丈佛图"
943,1623,2,0,0,0,0,0,20,,,,,,,,27842,178,"Temple ID 140386 Location: 州城東"
944,1624,2,1266,0,0,0,0,20,,,,,,,,27842,178,"Temple ID 138182 Location: 西洞庭村東新安嶺; Founding: 宋咸淳二年"
945,1625,2,475,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 138183 Location: 無錫縣西; Founding: 宋元徽中，僧显"
945,1626,2,1010,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 139618 Location: 瑞昌縣治東; Founding: 宋祥符中"
1383,2289,2,1673,0,0,0,0,20,,,,,,,,27842,236,"Temple ID 138167 Location: 五臺縣東臺; Founding: 康熙十二年"
1384,2290,2,0,0,0,0,0,20,,,,,,,,27842,236,"Temple ID 140147 Location: 浦城縣北; Other: 旧名溪峰，唐今名"
1385,2291,2,1100,0,0,2,0,20,,,,,,,,27842,246,"Temple ID 139206 Location: 輝縣駝峰嶺; Founding: 宋代"
1386,2292,2,989,0,0,0,0,20,,,,,,,,27842,213,"Temple ID 140186 Location: 番禺縣白雲山; Founding: 宋淳化一年"
1387,2293,2,800,0,0,2,0,20,,,,,,,,27842,213,"Temple ID 139770 Location: 京山縣西; Founding: 唐代"
1388,2294,2,0,0,0,0,0,20,,,,,,,,27842,229,"Temple ID 140336 Location: 府城東北枕山"
1389,2295,2,0,0,0,0,0,20,,,,,,,,27842,263,"Temple ID 139774 Location: 天門縣東南"
1390,2296,2,350,0,0,2,0,20,,,,,,,,27842,263,"Temple ID 139603 Location: 七陽縣西 (perhaps 弋陽); Founding: 晋代; Other: 明代改修"
1391,2297,2,0,0,0,0,0,20,,,,,,,,27842,263,"Temple ID 139202 Location: 甘泉縣西北; Other: 旧名法海禅寺，康熙四十四年今额"
1392,2298,2,800,0,0,2,0,20,,,,,,,,27842,263,"Temple ID 139203 Location: 繁昌縣西南馬仁山; Founding: 唐贞元中"
1393,2299,2,0,0,0,0,0,20,,,,,,,,27842,263,"Temple ID 140045 Location: 雅安縣北; Other: 县北有白马，松溪二寺"
1393,2300,2,1600,0,0,2,0,20,,,,,,,,27842,263,"Temple ID 140449 Location: 黃平州北; Founding: 明万历中"
1394,2301,2,0,0,0,0,0,20,,,,,,,,27842,142,"Temple ID 139207 Location: 泰安縣西北"
1395,2302,2,0,0,0,0,0,20,,,,,,,,27842,241,"Temple ID 139945 Location: 州南; Other: 唐维昙道场"
1396,2303,2,750,0,0,2,0,20,,,,,,,,27842,242,"Temple ID 139199 Location:  監晉縣甘泉坊; Founding: 唐天宝中"
1397,2304,2,0,0,0,0,0,20,,,,,,,,27842,247,"Temple ID 140381 Location: 鶴慶州境觀音山站西南"
1398,2305,2,0,0,0,0,0,20,,,,,,,,27842,61,"Temple ID 139208 Location: 懷來縣西虎窩山; Other: 汉名寿峰寺明今名"
1399,2306,2,800,0,0,0,0,20,,,,,,,,27842,61,"Temple ID 139427 Location: 錢塘縣大慈山; Founding: 唐代（广福院）; Other: 宋今名，雍正九年重修"
1400,2307,2,750,0,0,2,0,20,,,,,,,,27842,81,"Temple ID 140486 Location: 府城西; Founding: 唐天宝中"
1401,2308,2,0,0,0,0,0,20,,,,,,,,27842,246,"Temple ID 140416 Location: 廣順州螺擁山; Other: 一名罗永庵，明建文帝逊国后至此"
1402,2309,2,0,0,0,0,0,20,,,,,,,,27842,195,"Temple ID 139937 Location: 永順縣界"
1403,2310,2,0,0,0,0,0,20,,,,,,,,27842,139,"Temple ID 139965 Location: 州南外; Other: 州人游玩处"
1404,2311,2,0,0,0,0,0,20,,,,,,,,27842,139,"Temple ID 139209 Location: 上蔡縣西; Other: 修竹茂林，景最清幽"
1405,2312,2,730,0,0,2,0,20,,,,,,,,27842,17,"Temple ID 139971 Location: 簡州長鬆山; Founding: 唐开元中; Other: 一名长松寺，宋代嘉福，今灵峰命名"
1406,2313,2,525,0,0,2,0,20,,,,,,,,27842,77,"Temple ID 139902 Location: 衡山縣西紫雲峰下; Founding: 梁天监中; Other: 本名善果寺，陈名大明寺，大业中今名"
1407,2314,2,1350,0,0,2,0,20,,,,,,,,27842,126,"Temple ID 140130 Location: 順昌縣西; Founding: 元至正中"
1408,2315,2,0,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 140456 Location: 府城西"
1409,2316,2,0,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 139210; Founding: na; Other: 旧大西天经厂，乾隆二十四年修葺，东北有镜清斋"
1410,2317,2,0,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 139211 Location: 郾城縣城內; Other: 元和十二年韩愈联句"
1410,2318,2,785,0,0,2,0,20,,,,,,,,27842,125,"Temple ID 140288 Location: 昆明縣南; Founding: 唐贞元初王嵯颠; Other: 一名慧光寺，康熙六年重修"
1411,2319,2,536,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 139212 Location: 西洞庭縹渺峰北; Founding: 梁大同二年; Other: 旧小湖院而成"
1412,2320,2,350,0,0,2,0,20,,,,,,,,27842,124,"Temple ID 139712 Location: 武昌縣西; Founding: 晋代"
1412,2321,2,0,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 140362 Location: 鎮南州西"
1412,2322,2,0,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 140408 Location: 定番州西"
1413,2323,2,0,0,0,0,0,20,,,,,,,,27842,124,"Temple ID 139213 Location: 州西仙娥峰"
1413,2324,2,1100,0,0,2,0,20,,,,,,,,27842,124,"Temple ID 140471 Location: 印江縣西; Founding: 宋代; Other: 明嘉靖中重修"
1413,2325,2,550,0,0,2,0,20,,,,,,,,27842,124,"Temple ID 140556 Location: 金華縣東北; Founding: 梁大同中; Other: 旧名赤松岩寺，有铁罗汉五一八尊"
1414,2326,2,0,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 139393 Location: 吳堡縣北; Other: 旧名海眼寺"
1415,2327,2,571,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 139214 Location: 湯陰縣西南; Founding: 北齐武平二年"
1415,2328,2,665,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 139215 Location: 修武縣西南; Founding: 唐麟德一年; Other: 五元二十四年修"
1416,2329,2,385,0,0,2,0,20,,,,,,,,27842,126,"Temple ID 139616 Location: 廬山; Founding: 晋，太元中慧永; Other: 隋开皇中修，元代毁。明洪武十四年复建"
1416,2330,2,800,0,0,2,0,20,,,,,,,,27842,127,"Temple ID 139628 Location: 南豐縣北門外; Founding: 唐代"
1416,2331,2,910,0,0,2,0,20,,,,,,,,27842,127,"Temple ID 140131 Location: 南平縣東南; Founding: 五代，梁时; Other: 朱子在此处从李侗学"
1416,2332,2,0,0,0,0,0,20,,,,,,,,27842,127,"Temple ID 140391 Location: 祿勸縣南翠華山"
1417,2333,2,0,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 140366 Location: 騰越州寶峰山; Other: 摩伽陀修定地"
1418,2334,2,1060,0,0,2,0,20,,,,,,,,27842,125,"Temple ID 139216 Location: 元氏縣封龍山; Founding: 宋嘉祐中; Other: 石堂三山"
1419,2335,2,0,0,0,0,0,20,,,,,,,,27842,124,"Temple ID 139217 Location: 垣曲縣西南莊村; Other: 石磬， 扣之声达数里"
1420,2336,2,854,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 139219 Location: 吳縣西南; Founding: 唐大中八年，马厚（马禅寺）; Other: 旧祥符寺，钱氏保寿院改，祥符中今名"
1420,2337,2,0,0,0,0,0,20,,,,,,,,27842,125,"Temple ID 140266 Location: 府城西關內"
1421,2338,2,0,0,0,0,0,20,,,,,,,,27842,124,"Temple ID 140341 Location: 文山縣西"
1422,2339,2,346,0,0,0,0,20,,,,,,,,27842,126,"Temple ID 139220 Location: 洪洞縣西; Founding: 晋永和二年; Other: 一名罗汉寺"
1423,2340,2,0,0,0,0,0,20,,,,,,,,27842,98,"Temple ID 140339 Location: 府治"
945,1627,2,910,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 139703 Location: 瑞金縣北; Founding: 唐天祐中; Other: 旧名浮象寺，明万历重修"
945,1628,2,0,0,0,0,0,20,,,,,,,,27842,177,"Temple ID 139875 Location: 邵陽縣東山; Other: 一名太平寺，吕仙遗迹"
945,1629,2,1275,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 140236 Location: 合浦縣東北; Founding: 元至元中"
945,1630,2,1693,0,0,0,0,20,,,,,,,,27842,177,"Temple ID 140273 Location: 平樂縣東重下關; Founding: 康熙三十二年重修; Other: 一名光孝寺"
945,1631,2,0,0,0,0,0,20,,,,,,,,27842,177,"Temple ID 140307 Location: 沾益州東山"
945,1632,2,0,0,0,0,0,20,,,,,,,,27842,178,"Temple ID 140412 Location: 府城東東山"
945,1633,2,0,0,0,0,0,20,,,,,,,,27842,178,"Temple ID 140499 Location: 府東"
946,1634,2,250,0,0,2,0,20,,,,,,,,27842,178,"Temple ID 139653 Location: 府治南; Founding: 三国吴代; Other: 本名东山禅寺，宋今名，明代白鹭书院，又县学，后复寺"
947,1635,2,1475,0,0,2,0,20,,,,,,,,27842,179,"Temple ID 138184 Location: 紫陽縣西; Founding: 明成化中; Other: 栋宇壮丽，汉南甲首"
948,1636,2,1300,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 138185 Location: 蘭陽縣東城; Founding: 元代; Other: 石塔"
949,1637,2,0,0,0,0,0,20,,,,,,,,27842,176,"Temple ID 138179 Location: 遼陽州東門外; Other: 别有西会寺，中会寺"
950,1638,2,1195,0,0,2,0,20,,,,,,,,27842,179,"Temple ID 138186 Location: 定興縣治東南; Founding: 金明昌中; Other: 明洪武中重建成，唐贾岛修持处"
950,1639,2,384,0,0,0,0,20,,,,,,,,27842,179,"Temple ID 139619 Location: 德化縣盧山; Founding: 晋太元九年慧远; Other: 谢灵云连社，初为律寺，宋改禅寺，明洪武六年重修，顺治十三年重修"
950,1640,2,1100,0,0,2,0,20,,,,,,,,27842,180,"Temple ID 139636 Location: 崇仁縣北; Founding: 宋代; Other: 乐史读书所"
950,1641,2,0,0,0,0,0,20,,,,,,,,27842,180,"Temple ID 140059 Location: 安岳縣治南"
950,1642,2,1145,0,0,2,0,20,,,,,,,,27842,180,"Temple ID 140075 Location: 江安縣東; Founding: 宋绍兴中; Other: 县西西林寺，宋绍兴中建立"
950,1643,2,1145,0,0,2,0,20,,,,,,,,27842,180,"Temple ID 140078 Location: 內江縣東; Founding: 宋绍兴中; Other: 县北西林寺，宋咸淳建立"
950,1644,2,955,0,0,0,0,20,,,,,,,,27842,180,"Temple ID 140185 Location: 清遠縣東; Founding: 唐显德二年"
951,1645,2,1435,0,0,0,0,20,,,,,,,,27842,179,"Temple ID 138187 Location: 府治東; Founding: 明正统一年; Other: 清洌石泉"
951,1646,2,0,0,0,0,0,20,,,,,,,,27842,179,"Temple ID 139751 Location: 黃梅縣西南; Other: 一名莲花寺，五祖传衣处，有吴道子传衣图"
951,1647,2,1540,0,0,2,0,20,,,,,,,,27842,179,"Temple ID 140475 Location: 婺川縣東; Founding: 明嘉靖中; Other: 县东丰乐寺"
952,1648,2,770,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 138188 Location: 東流縣北; Founding: 唐太历中"
953,1649,2,250,0,0,2,0,20,,,,,,,,27842,178,"Temple ID 138189 Location: 長洲縣東南; Founding: 吴赤鸟中; Other: 初名镇国院，唐大中中，东禅明觉寺？敕改"
954,1650,2,0,0,0,0,0,20,,,,,,,,27842,178,"Temple ID 140158 Location: 上杭縣東; Other: 又天王寺，宋乾道三年两寺共今所"
955,1651,2,1100,0,0,2,0,20,,,,,,,,27842,177,"Temple ID 140157 Location: 清流縣東; Founding: 宋元符中"
956,1652,2,0,0,0,0,0,20,,,,,,,,27842,179,"Temple ID 140489 Location: 龍泉縣東山"
956,1653,2,0,0,0,0,0,20,,,,,,,,27842,179,"Temple ID 140523 Location: 普安州筆架山"
957,1654,2,1350,0,0,2,0,20,,,,,,,,27842,105,"Temple ID 138865 Location: 金山鎮鬆隱鎮; Founding: 元至正中"
958,1655,2,0,0,0,2,0,20,,,,,,,,27842,257,"Temple ID 138867 Location: 朝陽縣東南月華山; Founding: 元代; Other: 雍正十一年重建"
959,1656,2,0,0,0,0,0,20,,,,,,,,27842,188,"Temple ID 138868 Location: 夏縣南吳村柏培山"
960,1657,2,635,0,0,2,0,20,,,,,,,,27842,189,"Temple ID 139390 Location: 州西; Founding: 唐太宗; Other: 壁有太宗像"
961,1658,2,800,0,0,2,0,20,,,,,,,,27842,188,"Temple ID 138869 Location: 懷來縣新保安西; Founding: 唐代"
961,1659,2,1350,0,0,2,0,20,,,,,,,,27842,188,"Temple ID 138870 Location: 內城; Founding: 元至正中; Other: 乾隆二十五年重修"
961,1660,2,0,0,0,0,0,20,,,,,,,,27842,188,"Temple ID 138871 Location: 州治東; Other: 唐代观音院，从谂道场，金大定中今名，雍正十一年重修赐额"
961,1661,2,530,0,0,2,0,20,,,,,,,,27842,188,"Temple ID 138872 Location: 南陵縣東; Founding: 梁大通中"
961,1662,2,930,0,0,2,0,20,,,,,,,,27842,189,"Temple ID 138873 Location: 州西; Founding: 后唐同光中"
961,1663,2,581,0,0,0,0,20,,,,,,,,27842,189,"Temple ID 138874 Location: 湯陰縣南場村; Founding: 隋开皇一年"
962,1664,2,0,0,0,0,0,20,,,,,,,,27842,189,"Temple ID 139733 Location: 漢陽縣西北"
963,1665,2,940,0,0,2,0,20,,,,,,,,27842,211,"Temple ID 140137 Location: 永安縣北; Founding: 五代晋天福中"
964,1666,2,1100,0,0,2,0,20,,,,,,,,27842,188,"Temple ID 140225 Location: 高要縣; Founding: 宋代; Other: 六祖井"
965,1667,2,1405,0,0,2,0,20,,,,,,,,27842,188,"Temple ID 140477 Location: 府城西北; Founding: 明永乐初"
966,1668,2,0,0,0,0,0,20,,,,,,,,27842,246,"Temple ID 138875 Location: 玉田縣文龍山; Other: 初名文龙庵，因梨花多改今名"
967,1669,2,0,0,0,0,0,20,,,,,,,,27842,232,"Temple ID 140111 Location: 同安縣東北大輪山; Other: 旧名兴教，宋熙宁中今名"
968,1670,2,0,0,0,0,0,20,,,,,,,,27842,231,"Temple ID 139956 Location: 興寧縣南鳳凰山; Other: 唐宋资兴县治旧址"
968,1671,2,0,0,0,0,0,20,,,,,,,,27842,231,"Temple ID 139984 Location: 成都縣西南; Other: 本名桃花寺，宋代今名，俗名草堂寺，康熙四年重修"
969,1672,2,0,0,0,0,0,20,,,,,,,,27842,231,"Temple ID 139410 Location: 西寧縣西川邊外; Other: 旧名郭隆寺，喇嘛所居，雍正十年奉敕重建，赐名祐宁寺，乾隆十四年今名，"
970,1673,2,631,0,0,0,0,20,,,,,,,,27842,230,"Temple ID 138876 Location: 州城南; Founding: 唐贞观五年; Other: 古塔"
971,1674,2,1000,0,0,2,0,20,,,,,,,,27842,230,"Temple ID 138877 Location: 江都縣瓊花觀南; Founding: 宋淳化中; Other: 康熙四十四年赐额。又有西方寺，铁佛寺，静慧寺，宝轮寺，化城寺，仙女庙万佛寺，善觉寺，慈云寺，龙光寺"
972,1675,2,1010,0,0,2,0,20,,,,,,,,27842,231,"Temple ID 140208 Location: 保昌縣北; Founding: 宋祥符中"
973,1676,2,0,0,0,0,0,20,,,,,,,,27842,231,"Temple ID 138878 Location: 得山南; Other: 乾隆十四年修"
974,1677,2,575,0,0,2,0,20,,,,,,,,27842,119,"Temple ID 138879 Location: 永濟縣中條山; Founding: 后周，建德中; Other: 初名灵居。仁寿初今名，洪武初白塔寺并合"
975,1678,2,1500,0,0,2,0,20,,,,,,,,27842,120,"Temple ID 139467 Location: 平湖縣當湖; Founding: 明代; Other: 康熙四十一年今名"
976,1679,2,936,0,0,0,0,20,,,,,,,,27842,120,"Temple ID 140164 Location: 福鼎縣西; Founding: 晋天福二年; Other: 近有昭明寺，梁大通一年昭明太子立"
977,1680,2,400,0,0,2,0,20,,,,,,,,27842,120,"Temple ID 138881 Location: 鄠縣東南; Founding: 姚秦时; Other: 姚秦逍遥园，本名草堂寺，唐代今名"
977,1681,2,0,0,0,0,0,20,,,,,,,,27842,120,"Temple ID 139953 Location: 桂陽縣治東"
977,1682,2,0,0,0,0,0,20,,,,,,,,27842,120,"Temple ID 140212 Location: 皈善縣西; Other: 宋苏轼诗"
978,1683,2,230,0,0,2,0,20,,,,,,,,27842,120,"Temple ID 138882 Location: 壽州西北; Founding: 魏代"
978,1684,2,0,0,0,0,0,20,,,,,,,,27842,120,"Temple ID 138883 Location: 五臺縣棲賢谷; Other: 古名棲贤社，康熙中发帑重修"
978,1685,2,500,0,0,2,0,20,,,,,,,,27842,120,"Temple ID 139607 Location: 星子縣五老峰; Founding: 南齐张希之; Other: 康熙六年重修"
979,1686,2,1300,0,0,2,0,20,,,,,,,,27842,119,"Temple ID 138880 Location: 馬邑縣寺頭村; Founding: 元代"
979,1687,2,800,0,0,2,0,20,,,,,,,,27842,119,"Temple ID 140062 Location: 州西; Founding: 唐代"
980,1688,2,0,0,0,0,0,20,,,,,,,,27842,119,"Temple ID 138884 Location: 上元縣攝山; Other: 宋明僧绍故宅"
980,1689,2,824,0,0,0,0,20,,,,,,,,27842,119,"Temple ID 138885 Location: 南召縣丹霞山; Founding: 唐长庆四年"
980,1690,2,800,0,0,2,0,20,,,,,,,,27842,119,"Temple ID 140255 Location: 臨桂縣七星岩; Founding: 唐代; Other: 顺治八年重建"
