c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes
766,1389,2,0,0,0,0,0,20,,,,,,,,27842,73,"Temple ID 140276 Location: 藤縣流杯橋; Other: 大燕洲旧址"
766,1390,2,1100,0,0,2,0,20,,,,,,,,27842,73,"Temple ID 140329 Location: 新興州治西; Founding: 宋代"
767,1391,2,1450,0,0,2,0,20,,,,,,,,27842,70,"Temple ID 138655 Location: 西四牌樓; Founding: 明景泰中普慧重修; Other: 天顺中今名"
767,1392,2,239,0,0,0,0,20,,,,,,,,27842,70,"Temple ID 138656 Location: 當塗縣採石山; Founding: 吴赤鸟二年"
767,1393,2,0,0,0,0,0,20,,,,,,,,27842,71,"Temple ID 138657 Location: 醴泉縣東北"
767,1394,2,530,0,0,2,0,20,,,,,,,,27842,71,"Temple ID 140240 Location: 海康縣西; Founding: 梁代; Other: 旧名广教寺，洪武中今名"
768,1395,2,895,0,0,2,0,20,,,,,,,,27842,70,"Temple ID 138658 Location: 蕪湖縣赭山; Founding: 唐乾宁中"
769,1396,2,800,0,0,2,0,20,,,,,,,,27842,72,"Temple ID 138659 Location: 泰興縣; Founding: 唐代; Other: 有二寺"
769,1397,2,0,0,0,0,0,20,,,,,,,,27842,72,"Temple ID 138660 Location: 鳳臺縣西周村鎮"
769,1398,2,0,0,0,0,0,20,,,,,,,,27842,72,"Temple ID 138661 Location: 府城南劈山; Other: 有隋大业隶书碑记"
769,1399,2,-210,0,0,2,0,20,,,,,,,,27842,72,"Temple ID 139758 Location: 天門縣西北; Founding: 秦代; Other: 一名广惠院"
769,1400,2,1070,0,0,2,0,20,,,,,,,,27842,72,"Temple ID 139916 Location: 沅陵縣，漵浦縣; Founding: 后者，宋熙宁中; Other: 有二寺"
769,1401,2,850,0,0,2,0,20,,,,,,,,27842,72,"Temple ID 140150 Location: 邵武縣西南; Founding: 唐会昌中; Other: 邵武丛林胜地，县南觉专寺为唐代伏虎大师建立"
769,1402,2,0,0,0,0,0,20,,,,,,,,27842,72,"Temple ID 140385 Location: 州城東龍山寺上"
769,1403,2,0,0,0,0,0,20,,,,,,,,27842,73,"Temple ID 140397 Location: 州治東矣邦村"
770,1404,2,0,0,0,0,0,20,,,,,,,,27842,71,"Temple ID 138642 Location: 南和縣十里村; Other: 元明屡屡修葺"
771,1405,2,150,0,0,2,0,20,,,,,,,,27842,71,"Temple ID 138662 Location: 趙城縣城; Founding: 汉建和中; Other: 二寺"
772,1406,2,1712,0,0,0,0,20,,,,,,,,27842,71,"Temple ID 138663 Location: 西直門外高梁橋; Founding: 康熙五十一年敕建; Other: 雍正十一年重修，乾隆二十二年再修"
773,1407,2,0,0,0,0,0,20,,,,,,,,27842,16,"Temple ID 138673 Location: 長治縣城內; Other: 唐明皇的别驾"
774,1408,2,280,0,0,2,0,20,,,,,,,,27842,15,"Temple ID 139528 Location: 臨海縣東南; Founding: 晋泰康中; Other: 顺治二年重建"
775,1409,2,1100,0,0,2,0,20,,,,,,,,27842,16,"Temple ID 140192 Location: 曲江縣西; Founding: 宋代; Other: 五百罗汉像"
775,1410,2,1010,0,0,2,0,20,,,,,,,,27842,16,"Temple ID 140203 Location: 保昌縣東; Founding: 宋祥符中; Other: 有九级浮图"
776,1411,2,1265,0,0,2,0,20,,,,,,,,27842,17,"Temple ID 138680 Location: 州西南; Founding: 元至元初; Other: 明洪武时文殊、三圣二寺并入"
776,1412,2,1350,0,0,2,0,20,,,,,,,,27842,17,"Temple ID 138681 Location: 棲霞山西; Founding: 元至正中"
776,1413,2,769,0,0,0,0,20,,,,,,,,27842,17,"Temple ID 140108 Location: 南安縣西 九日山; Founding: 唐 大历三年"
777,1414,2,865,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 138682 Location: 休寧縣西南; Founding: 唐咸通中"
778,1415,2,715,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 140162 Location: 霞浦縣華峰; Founding: 唐景云中"
779,1416,2,525,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 138683 Location: 泰興縣南江上; Founding: 梁天监中"
780,1417,2,750,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 138684 Location: 沙河縣南; Founding: 唐天宝中; Other: 县西南有延庆寺（唐天宝中建）"
781,1418,2,1666,0,0,0,0,20,,,,,,,,27842,74,"Temple ID 138723 Location: 太液池西; Founding: 康熙五年改建; Other: 乾隆二十五年重修"
782,1419,2,1600,0,0,2,0,20,,,,,,,,27842,74,"Temple ID 138724 Location: 良鄉縣; Founding: 明万历中; Other: 同县有寿恩寺"
783,1420,2,656,0,0,0,0,20,,,,,,,,27842,74,"Temple ID 138725 Location: 豐潤縣治西; Founding: 唐显庆一年; Other: 泰和五年到大四年重修"
783,1421,2,0,0,0,0,0,20,,,,,,,,27842,74,"Temple ID 138726 Location: 臨晉縣東南"
784,1422,2,875,0,0,2,0,20,,,,,,,,27842,236,"Temple ID 138727 Location: 洞庭東山飯石峰; Founding: 唐乾符中，吴越王"
784,1423,2,1070,0,0,2,0,20,,,,,,,,27842,236,"Temple ID 138728 Location: 寧海州治東; Founding: 宋熙宁中"
785,1424,2,0,0,0,0,0,20,,,,,,,,27842,236,"Temple ID 138729 Location: 府城內; Other: 明宣德八年修，康熙一年重修"
785,1425,2,1325,0,0,2,0,20,,,,,,,,27842,236,"Temple ID 138730 Location: 大寧縣西關; Founding: 元至治中; Other: 明洪武初福胜寺并入"
785,1426,2,324,0,0,0,0,20,,,,,,,,27842,236,"Temple ID 138731 Location: 南陽縣東門外; Founding: 晋永昌三年; Other: 今名东寺"
786,1427,2,0,0,0,0,0,20,,,,,,,,27842,42,"Temple ID 138732 Location: 靈寶縣南門內; Other: 唐德宗曾过此"
787,1428,2,0,0,0,0,0,20,,,,,,,,27842,162,"Temple ID 138733 Location: 青陽縣九華山; Other: 初名应天寺，南唐，徐知诰改今名"
788,1429,2,1660,0,0,0,0,20,,,,,,,,27842,182,"Temple ID 138734 Location: 南苑; Founding: 顺治十七年"
789,1430,2,0,0,0,0,0,20,,,,,,,,27842,162,"Temple ID 140367 Location: 騰越州九龍山"
790,1431,2,503,0,0,0,0,20,,,,,,,,27842,88,"Temple ID 138735 Location: 吳縣獅山; Founding: 梁天监二年; Other: 元末废毁，明宣德中重建"
791,1432,2,0,0,0,0,0,20,,,,,,,,27842,18,"Temple ID 140554 Location: 暢春園; Founding: na"
792,1433,2,0,0,0,0,0,20,,,,,,,,27842,60,"Temple ID 138736 Location: 黟縣西; Other: 宋大中祥符赐额"
793,1434,2,0,0,0,0,0,20,,,,,,,,27842,188,"Temple ID 138738 Location: 浚縣城內"
794,1435,2,426,0,0,0,0,20,,,,,,,,27842,51,"Temple ID 139531 Location: 臨海縣東南; Founding: 宋元嘉四年; Other: 康熙九年重建"
795,1436,2,0,0,0,0,0,20,,,,,,,,27842,51,"Temple ID 138739 Location: 靈石縣西南"
796,1437,2,0,0,0,0,0,20,,,,,,,,27842,52,"Temple ID 139831 Location: 房縣西"
797,1438,2,864,0,0,0,0,20,,,,,,,,27842,51,"Temple ID 140149 Location: 光澤縣; Founding: 唐咸通五年"
798,1439,2,638,0,0,0,0,20,,,,,,,,27842,52,"Temple ID 138741 Location: 石埭縣西; Founding: 唐贞观十二年"
799,1440,2,950,0,0,2,0,20,,,,,,,,27842,51,"Temple ID 139460 Location: 桐鄉縣治西北; Founding: 后周广顺初; Other: 本名凤鸣院"
800,1441,2,540,0,0,2,0,20,,,,,,,,27842,1,"Temple ID 139040 Location: 上元縣東北; Founding: 梁武帝所造"
801,1442,2,0,0,0,0,0,20,,,,,,,,27842,35,"Temple ID 138742 Location: 高密縣治東北"
802,1443,2,0,0,0,2,0,20,,,,,,,,27842,35,"Temple ID 140346 Location: 太和縣南蒼山; Founding: 汉代"
803,1444,2,1464,0,0,2,0,20,,,,,,,,27842,88,"Temple ID 138747 Location: 廣寧門內; Founding: 明宪宗为孝肃周太后弟吉祥建; Other: 辽金时报国寺，乾隆五十一年重修"
804,1445,2,800,0,0,2,0,20,,,,,,,,27842,88,"Temple ID 139430 Location: 富陽縣治西; Founding: 唐代"
805,1446,2,1500,0,0,2,0,20,,,,,,,,27842,86,"Temple ID 139674 Location: 宜春縣北; Founding: 明代重建; Other: 群刹之冠"
805,1447,2,800,0,0,2,0,20,,,,,,,,27842,87,"Temple ID 139759 Location: 當陽縣東南; Founding: 唐黄龙禅师"
805,1448,2,0,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 140468 Location: 婺川縣西; Other: 生产茶"
806,1449,2,0,0,0,0,0,20,,,,,,,,27842,88,"Temple ID 138748 Location: 鼓樓南; Founding: na"
807,1450,2,1576,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 138750 Location: 阜城門外; Founding: 明万历四年为神宗孝定太后建; Other: 永安塔（十三级）"
807,1451,2,800,0,0,2,0,20,,,,,,,,27842,88,"Temple ID 140104 Location: 莆田縣城東; Founding: 唐代; Other: 一名囊山寺"
808,1452,2,1650,0,0,2,0,20,,,,,,,,27842,88,"Temple ID 138753 Location: 武功縣治南; Founding: 唐庆善宫址; Other: 康熙中重修"
809,1453,2,600,0,0,2,0,20,,,,,,,,27842,86,"Temple ID 138754 Location: 鹹寧縣東南曲江; Founding: 隋代; Other: 永徽三年玄奘三级浮图"
810,1454,2,1755,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 138755 Location: 阜城門外西首街; Founding: 乾隆二十年修"
811,1455,2,0,0,0,0,0,20,,,,,,,,27842,86,"Temple ID 138751 Location: 州西南夾山; Other: 有龙神大青、少青，祈雨灵效"
811,1456,2,1667,0,0,0,0,20,,,,,,,,27842,86,"Temple ID 138752 Location: 上元縣東; Founding: 康熙六年; Other: 旧名排头龙"
811,1457,2,800,0,0,2,0,20,,,,,,,,27842,86,"Temple ID 140360 Location: 姚州東飽煙蘿山; Founding: 唐，张虔陀; Other: 旧名护国寺"
812,1458,2,1435,0,0,0,0,20,,,,,,,,27842,88,"Temple ID 140039 Location: 天全州龍頭山; Founding: 明正统一年; Other: 旧名蛮寺"
813,1459,2,0,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 138756 Location: 蒙城縣治"
813,1460,2,0,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 139884 Location: 巴陵縣西南; Other: 晋代塔"
814,1461,2,1275,0,0,2,0,20,,,,,,,,27842,87,"Temple ID 138757 Location: 曲陽縣東慈順村; Founding: 元至元中; Other: 灵迹塔"
814,1462,2,1242,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 138758 Location: 崇明縣東南隅河所東; Founding: 宋淳祐二年; Other: 祝螯习仪所"
815,1463,2,0,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 138759 Location: 西直六外"
816,1464,2,0,0,0,0,0,20,,,,,,,,27842,88,"Temple ID 138760 Location: 麟游縣東杜澄交會處; Other: 有董仲舒书院遗迹、唐永熙四年雕刻的佛像"
817,1465,2,0,0,0,0,0,20,,,,,,,,27842,88,"Temple ID 138749 Location: 東臺何垛場; Other: 旧名三昧院，后名圣果院，康熙四十二年今额"
818,1466,2,1702,0,0,0,0,20,,,,,,,,27842,85,"Temple ID 138761 Location: 宛平縣十里莊; Founding: 康熙四十一年葺"
819,1467,2,0,0,0,0,0,20,,,,,,,,27842,87,"Temple ID 138762 Location: 遼陽州門外"
820,1468,2,0,0,0,0,0,20,,,,,,,,27842,86,"Temple ID 139883 Location: 華容縣東北; Other: 俗传刘备中军扎寨于此"
821,1469,2,950,0,0,2,0,20,,,,,,,,27842,51,"Temple ID 139643 Location: 清江縣南瀕江; Founding: 南唐; Other: 洪武中重修，有苏轼金刚碑"
822,1470,2,1500,0,0,2,0,20,,,,,,,,27842,50,"Temple ID 138764 Location: 上元縣東句容縣界; Founding: 明代; Other: 旧名圣化隆昌寺"
823,1471,2,626,0,0,0,0,20,,,,,,,,27842,50,"Temple ID 138765 Location: 蒲城縣治西南; Founding: 唐贞观一年"
824,1472,2,800,0,0,2,0,20,,,,,,,,27842,51,"Temple ID 140252 Location: 淮陽縣西關; Founding: 唐代; Other: 旧名梁兴，祥符中今名"
825,1473,2,485,0,0,2,0,20,,,,,,,,27842,50,"Temple ID 138767 Location: 南和縣城北; Founding: 元魏中; Other: 天保,元和,成化,正德各修"
826,1474,2,0,0,0,0,0,20,,,,,,,,27842,51,"Temple ID 138768 Location: 丹明園東"
827,1475,2,540,0,0,2,0,20,,,,,,,,27842,50,"Temple ID 138769 Location: 昆山縣馬鞍山; Founding: 梁武帝敕建; Other: 见续图经"
828,1476,2,1033,0,0,0,0,20,,,,,,,,27842,51,"Temple ID 138770 Location: 西華縣西; Founding: 宋绍兴三年"
829,1477,2,627,0,0,0,0,20,,,,,,,,27842,50,"Temple ID 138668 Location: 韓城縣治東南; Founding: 唐贞观二年; Other: 宋仁场额"
829,1478,2,350,0,0,0,0,20,,,,,,,,27842,50,"Temple ID 139530 Location: 黃岩縣; Founding: 晋永和五年; Other: 顺治中重建"
830,1479,2,1277,0,0,0,0,20,,,,,,,,27842,49,"Temple ID 138669 Location: 興縣西北關; Founding: 元至元十四年; Other: 明洪武中僧会司置于此"
831,1480,2,1324,0,0,0,0,20,,,,,,,,27842,50,"Temple ID 138670 Location: 即墨縣治東; Founding: 元泰定一年"
832,1481,2,424,0,0,0,0,20,,,,,,,,27842,49,"Temple ID 139505 Location: 嵊縣剡源鄉; Founding: 宋元嘉二年; Other: 初名灵鹫寺治平一年今名"
833,1482,2,1100,0,0,2,0,20,,,,,,,,27842,49,"Temple ID 138666 Location: 泰興縣南; Founding: 宋代"
833,1483,2,1025,0,0,2,0,20,,,,,,,,27842,49,"Temple ID 138667 Location: 長治縣南; Founding: 宋天圣中"
834,1484,2,1070,0,0,2,0,20,,,,,,,,27842,17,"Temple ID 140113 Location: 漳浦縣東; Founding: 宋熙宁中"
835,1485,2,885,0,0,2,0,20,,,,,,,,27842,17,"Temple ID 139569 Location: 南昌縣過賢門內; Founding: 唐光启初"
836,1486,2,0,0,0,0,0,20,,,,,,,,27842,18,"Temple ID 138672 Location: 震沢縣蠡沢村; Other: 唐乾符二年赐额"
837,1487,2,1100,0,0,2,0,20,,,,,,,,27842,17,"Temple ID 138671 Location: 東平州城內; Founding: 宋代敕建"
838,1488,2,500,0,0,2,0,20,,,,,,,,27842,57,"Temple ID 138737 Location: 渾源州南磯窯口; Founding: 后魏; Other: 元代兴盛,近时有奇观"
839,1489,2,620,0,0,2,0,20,,,,,,,,27842,23,"Temple ID 138771 Location: 西山; Founding: 唐武德中"
840,1490,2,0,0,0,0,0,20,,,,,,,,27842,23,"Temple ID 139501 Location: 山陰縣蕺; Other: 王羲之故宅"
841,1491,2,500,0,0,2,0,20,,,,,,,,27842,104,"Temple ID 138773 Location: 府城甘節坊; Founding: 梁陆僧瓒故宅; Other: 初名广德重元寺，宣和中今名成化十年重建"
842,1492,2,1711,0,0,0,0,20,,,,,,,,27842,103,"Temple ID 138774 Location: 建昌縣西; Founding: 康熙五十年发帑建立"
843,1493,2,1581,0,0,0,0,20,,,,,,,,27842,175,"Temple ID 138780 Location: 德勝門內大石橋; Founding: 明万历九年; Other: 旧名千佛寺，雍正十一年重修今名"
844,1494,2,0,0,0,0,0,20,,,,,,,,27842,246,"Temple ID 140546 Location: 札木達城東北; Other: 联系喀木，为往来要路。有三十余庙、七八百人"
845,1495,2,1298,0,0,0,0,20,,,,,,,,27842,104,"Temple ID 138781 Location: 沭陽縣車; Founding: 元大德二年; Other: 唐贞观中尉迟公监造七层古塔"
846,1496,2,1682,0,0,0,0,20,,,,,,,,27842,104,"Temple ID 138782 Location: 阜平縣西; Founding: 康熙二十一年; Other: 乾隆十五年二十六年四十六年行幸"
847,1497,2,0,0,0,0,0,20,,,,,,,,27842,104,"Temple ID 138783 Location: 丹徒縣招隱山; Other: 戴公隐居地"
848,1498,2,1279,0,0,2,0,20,,,,,,,,27842,89,"Temple ID 140315 Location: 建水縣西; Founding: 约宋末"
849,1499,2,1530,0,0,2,0,20,,,,,,,,27842,232,"Temple ID 138784 Location: 阜城門外; Founding: 明嘉靖中"
850,1500,2,868,0,0,0,0,20,,,,,,,,27842,89,"Temple ID 140163 Location: 寧德縣支提山; Founding: 唐咸通九年; Other: 另外有小支提寺"
851,1501,2,0,0,0,0,0,20,,,,,,,,27842,89,"Temple ID 138785 Location: 支硎山東; Other: 一名观音禅院，古报恩寺基"
852,1502,2,0,0,0,0,0,20,,,,,,,,27842,222,"Temple ID 140355 Location: 賓川雞足山石門下"
853,1503,2,600,0,0,2,0,20,,,,,,,,27842,183,"Temple ID 138786 Location: 長安縣北; Founding: 隋代重建; Other: 晋竺昙摩罗刹在此译法华经，顺治中重修"
854,1504,2,1595,0,0,2,0,20,,,,,,,,27842,210,"Temple ID 138787 Location: 涇陽縣東南; Founding: 明李世达"
855,1505,2,1600,0,0,2,0,20,,,,,,,,27842,210,"Temple ID 138788 Location: 州東南; Founding: 明万历中; Other: 十三层塔"
855,1506,2,0,0,0,0,0,20,,,,,,,,27842,210,"Temple ID 140335 Location: 河陽縣西北"
856,1507,2,1105,0,0,2,0,20,,,,,,,,27842,209,"Temple ID 138792 Location: 應州小石村; Founding: 辽乾统中"
857,1508,2,503,0,0,0,0,20,,,,,,,,27842,110,"Temple ID 138793 Location: 昆山縣東; Founding: 梁天监二年"
857,1509,2,1215,0,0,2,0,20,,,,,,,,27842,110,"Temple ID 138794 Location: 金匱縣南新安鄉; Founding: 宋嘉定中; Other: 乾隆二十二年巡幸今额"
858,1510,2,0,0,0,0,0,20,,,,,,,,27842,110,"Temple ID 138795 Location: 阜陽縣境; Other: 今废"
859,1511,2,0,0,0,0,0,20,,,,,,,,27842,110,"Temple ID 138796 Location: 州西; Other: 唐怀让禅师庵"
860,1512,2,730,0,0,2,0,20,,,,,,,,27842,110,"Temple ID 139606 Location: 都昌縣治西南; Founding: 唐开元中，马祖; Other: 明洪武中重建"
861,1513,2,0,0,0,0,0,20,,,,,,,,27842,221,"Temple ID 139866 Location: 湘潭縣南"
861,1514,2,948,0,0,0,0,20,,,,,,,,27842,222,"Temple ID 140099 Location: 永福縣方廣岩; Founding: 汉乾祐二年; Other: 明永乐十四年重修，宋黄飞熊读书处"
861,1515,2,0,0,0,0,0,20,,,,,,,,27842,222,"Temple ID 140413 Location: 廣順州天臺山"
862,1516,2,1651,0,0,0,0,20,,,,,,,,27842,136,"Temple ID 138797 Location: 五臺縣東臺南; Founding: 顺治八年; Other: 一名婆罗寺"
863,1517,2,0,0,0,0,0,20,,,,,,,,27842,136,"Temple ID 138798 Location: 莊內水月庵後"
864,1518,2,1100,0,0,2,0,20,,,,,,,,27842,124,"Temple ID 140063 Location: 州東暮頤山北; Founding: 宋代"
865,1519,2,1140,0,0,2,0,20,,,,,,,,27842,124,"Temple ID 139854 Location: 茶陵州西; Founding: 宋岳飞; Other: 祭征曹成战死的战士"
866,1520,2,1170,0,0,2,0,20,,,,,,,,27842,82,"Temple ID 138802 Location: 青蒲縣; Founding: 宋乾道初; Other: 今小昆山泗州塔院"
867,1521,2,281,0,0,0,0,20,,,,,,,,27842,101,"Temple ID 138803 Location: 丹徒縣延陵鎮; Founding: 晋，太康二年; Other: 光元章碑记"
867,1522,2,525,0,0,2,0,20,,,,,,,,27842,101,"Temple ID 139589 Location: 餘乾縣西冠山; Founding: 梁，天监中; Other: 原名思禅。元符中今名"
867,1523,2,875,0,0,2,0,20,,,,,,,,27842,101,"Temple ID 139711 Location: 崇陽縣西; Founding: 唐，乾符中; Other: 一名岩岭寺，治平一年赐额。有频伽鸟（太平寺）出"
868,1524,2,719,0,0,0,0,20,,,,,,,,27842,240,"Temple ID 138804 Location: 新泰縣西; Founding: 唐开元七年"
869,1525,2,0,0,0,0,0,20,,,,,,,,27842,239,"Temple ID 138805 Location: 昭文縣支塘鎮; Other: 旧名永昌寺，又名再昌，祥符改元今名"
869,1526,2,940,0,0,2,0,20,,,,,,,,27842,239,"Temple ID 139487 Location: 德清縣東新市鎮; Founding: 吴越时; Other: 旧名罗汉院，宋代今额，顺治中重修，一邑禅刹之冠"
869,1527,2,525,0,0,2,0,20,,,,,,,,27842,240,"Temple ID 139540 Location: 黃岩縣南; Founding: 梁天监中; Other: 康熙十四年重建"
870,1528,2,0,0,0,0,0,20,,,,,,,,27842,240,"Temple ID 139657 Location: 盧陵縣沙河; Other: 宝祐中明心院赐额"
871,1529,2,974,0,0,0,0,20,,,,,,,,27842,240,"Temple ID 139553 Location: 府城北; Founding: 宋太平兴园一年; Other: 康熙中重建"
872,1530,2,940,0,0,2,0,20,,,,,,,,27842,240,"Temple ID 138806 Location: 林縣天平山？霄峰; Founding: 晋天福中; Other: 今名天平寺"
873,1531,2,750,0,0,2,0,20,,,,,,,,27842,240,"Temple ID 139641 Location: 監川縣西; Founding: 唐代; Other: 石门关"
874,1532,2,0,0,0,0,0,20,,,,,,,,27842,241,"Temple ID 139868 Location: 醴陵縣東; Other: 唐九华道场而来"
875,1533,2,940,0,0,2,0,20,,,,,,,,27842,240,"Temple ID 138807 Location: 奉賢縣南橋鎮; Founding: 五代晋，天福初; Other: 宋太平兴国中赐额"
876,1534,2,525,0,0,2,0,20,,,,,,,,27842,240,"Temple ID 139688 Location: 雩都縣西門外; Founding: 梁，天监中; Other: 旧名福田寺，大中祥符中改妙净，顺治十八年重修"
877,1535,2,585,0,0,0,0,20,,,,,,,,27842,240,"Temple ID 138808 Location: 隆平縣東任村; Founding: 隋开皇四年"
878,1536,2,1700,0,0,2,0,20,,,,,,,,27842,124,"Temple ID 138809 Location: 灤平縣西北; Founding: 康熙中敕建; Other: 三石佛"
879,1537,2,0,0,0,0,0,20,,,,,,,,27842,102,"Temple ID 139383 Location: 長武縣治東"
880,1538,2,0,0,0,0,0,20,,,,,,,,27842,102,"Temple ID 138810 Location: 華陰縣車南; Other: 武帝拜祀之所，后为拜岳坛，唐名镇岳灵仙寺，一名胜会院"
881,1539,2,630,0,0,0,0,20,,,,,,,,27842,101,"Temple ID 138811 Location: 壽陽縣方山; Founding: 唐李通一年; Other: 原存下寺，中、上寺致和中重建"
881,1540,2,680,0,0,2,0,20,,,,,,,,27842,101,"Temple ID 139743 Location: 蘄水縣東; Founding: 唐咸享中，五祖弘忍; Other: 顺治中重修"
882,1541,2,860,0,0,2,0,20,,,,,,,,27842,101,"Temple ID 138813 Location: 高陵縣南; Founding: 唐大中中"
883,1542,2,520,0,0,2,0,20,,,,,,,,27842,102,"Temple ID 138814 Location: 吳縣錦峰山; Founding: 梁昭明太子; Other: 嘉泰中重建"
883,1543,2,530,0,0,2,0,20,,,,,,,,27842,102,"Temple ID 139435 Location: 臨安縣天目山; Founding: 梁代; Other: 昭明太子修禅处"
884,1544,2,875,0,0,2,0,20,,,,,,,,27842,102,"Temple ID 138812 Location: 昌平州西北; Founding: 唐乾符中; Other: 开元中大悲陀罗尼幢"
885,1545,2,1100,0,0,2,0,20,,,,,,,,27842,101,"Temple ID 139976 Location: 成都縣北; Founding: 宋代; Other: 孟蜀，宣华宛故址。康熙五年重修"
886,1546,2,1600,0,0,2,0,20,,,,,,,,27842,204,"Temple ID 138818 Location: 阜平縣西; Founding: 明方历中; Other: 康熙二十二年重修"
886,1547,2,1760,0,0,0,0,20,,,,,,,,27842,204,"Temple ID 138819 Location: 承德府熱河; Founding: 乾隆二十五年敕建; Other: 西藏朔像佛"
887,1548,2,800,0,0,2,0,20,,,,,,,,27842,199,"Temple ID 138820 Location: 鹹寧縣終南山; Founding: 唐代明初，秦愍王改建; Other: 唐代龙池寺，长安诸寺之冠"
887,1549,2,635,0,0,2,0,20,,,,,,,,27842,199,"Temple ID 139559 Location: 建德縣西未池; Founding: 唐贞观中"
887,1550,2,0,0,0,0,0,20,,,,,,,,27842,199,"Temple ID 139943 Location: 安鄉縣治東"
887,1551,2,1216,0,0,0,0,20,,,,,,,,27842,200,"Temple ID 140084 Location: 東鄉縣北江東; Founding: 宋嘉定九年"
888,1552,2,910,0,0,2,0,20,,,,,,,,27842,199,"Temple ID 140151 Location: 泰寧縣西爐峰; Founding: 唐天祐中"
889,1553,2,800,0,0,2,0,20,,,,,,,,27842,198,"Temple ID 139695 Location: 大庾縣龍山; Founding: 唐炎通中; Other: 宋代赐额"
889,1554,2,1080,0,0,2,0,20,,,,,,,,27842,198,"Temple ID 139920 Location: 漵浦縣治東; Founding: 宋元丰中"
889,1555,2,1215,0,0,2,0,20,,,,,,,,27842,198,"Temple ID 139955 Location: 宜章縣南; Founding: 宋嘉定中"
890,1556,2,1100,0,0,2,0,20,,,,,,,,27842,204,"Temple ID 139876 Location: 城步縣城南; Founding: 宋代"
891,1557,2,0,0,0,0,0,20,,,,,,,,27842,197,"Temple ID 138821 Location: 鹹陽縣北; Other: 唐穆宗行幸"
892,1558,2,0,0,0,0,0,20,,,,,,,,27842,198,"Temple ID 140545 Location: 後藏; Other: 番名纳尔塘寺，雍正五年今名"
893,1559,2,1300,0,0,2,0,20,,,,,,,,27842,199,"Temple ID 138827 Location: 州治西; Founding: 元代"
894,1560,2,0,0,0,0,0,20,,,,,,,,27842,201,"Temple ID 139983 Location: 華陽縣東; Other: 蜀中人多来往宿于客栈"
894,1561,2,0,0,0,0,0,20,,,,,,,,27842,201,"Temple ID 140061 Location: 蓬溪縣治西"
895,1562,2,0,0,0,0,0,20,,,,,,,,27842,199,"Temple ID 140516 Location: 畢節縣東; Other: 明正统中赐额"
896,1563,2,1713,0,0,0,0,20,,,,,,,,27842,198,"Temple ID 138826 Location: 州輜重營; Founding: 康熙五十二年持云重修; Other: 寺内佛像为元代刘銮作"
897,1564,2,0,0,0,0,0,20,,,,,,,,27842,199,"Temple ID 138828 Location: 襄陵縣大光山; Other: 唐广德中赐额"
897,1565,2,800,0,0,2,0,20,,,,,,,,27842,199,"Temple ID 138829 Location: 永濟縣東; Founding: 唐道积（西永清院）; Other: 五代今名，明初四寺并入"
898,1566,2,1672,0,0,0,0,20,,,,,,,,27842,198,"Temple ID 138817 Location: 承德府熱河; Founding: 康熙十一年敕建"
899,1567,2,1770,0,0,0,0,20,,,,,,,,27842,202,"Temple ID 138832 Location: 承德府熱河行宮; Founding: 乾隆三十五年新向诸番，命仿西藏布达拉剌都纲法创建"
900,1568,2,865,0,0,2,0,20,,,,,,,,27842,202,"Temple ID 138838 Location: 休寧縣西南; Founding: 唐咸通中"
901,1569,2,0,0,0,0,0,20,,,,,,,,27842,200,"Temple ID 140479 Location: 府界; Other: 旧英祐侯祠地，康熙二十八年今名"
902,1570,2,1700,0,0,2,0,20,,,,,,,,27842,200,"Temple ID 138845 Location: 東安門南箭; Founding: 清代; Other: 顺治八年宁克我奉敕勒碑"
903,1571,2,800,0,0,2,0,20,,,,,,,,27842,198,"Temple ID 139655 Location: 泰和縣治東; Founding: 唐代; Other: 宋元丰中，真宗、仁宗宸翰三轴送僧阁收藏"
903,1572,2,1255,0,0,2,0,20,,,,,,,,27842,198,"Temple ID 140159 Location: 寧化縣東; Founding: 宋宝元初; Other: 明宣德中修"
904,1573,2,0,0,0,0,0,20,,,,,,,,27842,199,"Temple ID 139404 Location: 張掖縣祁蓮山; Other: 古名马蹄寺，明初今名"
905,1574,2,0,0,0,0,0,20,,,,,,,,27842,199,"Temple ID 139580 Location: 南昌縣惠民門內; Other: 旧隆兴院，唐代改名，康熙四十一年重建，唐斐休于此迎黄药"
