c_inst_name_code,c_inst_code,c_inst_code_new,c_new_new_code
1745,138231,1,2818
1745,140308,2,2819
1745,140403,3,2820
1746,138234,1,2821
1747,139957,1,2822
1748,138236,1,2823
1749,139586,1,2824
1750,138237,1,2825
1751,138235,1,2826
1752,138238,1,2827
1753,138239,1,2828
1754,138240,1,2829
1755,139401,1,2830
1756,140549,1,2831
1757,139566,1,2832
1758,139516,1,2833
1759,138241,1,2834
1760,140480,1,2835
1761,140146,1,2836
1762,138242,1,2837
1763,138243,1,2838
1764,138244,1,2839
1765,139630,1,2840
1766,138245,1,2841
1766,138246,2,2842
1766,139472,3,2843
1766,139864,4,2844
1766,140138,5,2845
1767,139975,1,2846
1768,138247,1,2847
1769,139769,1,2848
1770,139813,1,2849
1771,140377,1,2850
1772,138248,1,2851
1773,138249,1,2852
1774,138250,1,2853
1775,138252,1,2854
1776,139958,1,2855
1776,140179,2,2856
1776,140206,3,2857
1776,140210,4,2858
1776,140231,5,2859
1776,140247,6,2860
1776,140275,7,2861
1777,138253,1,2862
1778,138254,1,2863
1778,139959,2,2864
1779,138251,1,2865
1780,138255,1,2866
1781,139506,1,2867
1781,140038,2,2868
1781,140048,3,2869
1782,138256,1,2870
1782,140035,2,2871
1783,140193,1,2872
1784,140058,1,2873
1785,139484,1,2874
1786,138257,1,2875
1787,138258,1,2876
1788,139699,1,2877
1789,138300,1,2878
1790,138301,1,2879
1791,138306,1,2880
