c_office_id,c_office_type_id,c_office_tree_id,c_office_type_type_code,c_office_l1,c_office_l2,c_office_l3,c_office_l4,c_office_l5
0,0,0,0,0,0,0,0,0
3,011070600,15060106,15,6,1,6,0,0
7,011030500,15030105,15,3,1,5,0,0
8,011030500,15030105,15,3,1,5,0,0
9,011030500,15030105,15,3,1,5,0,0
10,011030500,15030105,15,3,1,5,0,0
11,011030500,15030105,15,3,1,5,0,0
12,011040714,1503020714,15,3,2,7,14,0
16,011030500,15030105,15,3,1,5,0,0
19,011030500,15030105,15,3,1,5,0,0
21,011030500,15030105,15,3,1,5,0,0
23,011070200,15060102,15,6,1,2,0,0
25,011070200,15060102,15,6,1,2,0,0
27,011040306,1503020306,15,3,2,3,6,0
28,011040306,1503020306,15,3,2,3,6,0
31,011061100,150511,15,5,11,0,0,0
33,011030500,15030105,15,3,1,5,0,0
36,011030500,15030105,15,3,1,5,0,0
37,011040302,1503020302,15,3,2,3,2,0
39,011040302,1503020302,15,3,2,3,2,0
40,011030500,15030105,15,3,1,5,0,0
41,9999,1599,15,99,0,0,0,0
43,011040713,1503020713,15,3,2,7,13,0
44,011040713,1503020713,15,3,2,7,13,0
48,011040712,1503020712,15,3,2,7,12,0
51,011030500,15030105,15,3,1,5,0,0
53,011070200,15060102,15,6,1,2,0,0
54,011020500,150205,15,2,5,0,0,0
54,011040101,1503020101,15,3,2,1,1,0
59,011030500,15030105,15,3,1,5,0,0
69,011030500,15030105,15,3,1,5,0,0
70,011030500,15030105,15,3,1,5,0,0
71,011070500,15060105,15,6,1,5,0,0
77,011040103,1503020103,15,3,2,1,3,0
79,011070200,15060102,15,6,1,2,0,0
81,011030400,15030104,15,3,1,4,0,0
82,011020300,150203,15,2,3,0,0,0
85,011040708,1503020708,15,3,2,7,8,0
89,011040709,1503020709,15,3,2,7,9,0
91,011020300,150203,15,2,3,0,0,0
92,011040103,1503020103,15,3,2,1,3,0
94,011070800,15060108,15,6,1,8,0,0
95,011040708,1503020708,15,3,2,7,8,0
96,011031100,15030111,15,3,1,11,0,0
99,011070500,15060105,15,6,1,5,0,0
100,011040708,1503020708,15,3,2,7,8,0
105,011030500,15030105,15,3,1,5,0,0
106,011030500,15030105,15,3,1,5,0,0
107,011030400,15030104,15,3,1,4,0,0
108,011030500,15030105,15,3,1,5,0,0
111,011030500,15030105,15,3,1,5,0,0
113,011030500,15030105,15,3,1,5,0,0
115,011030500,15030105,15,3,1,5,0,0
117,011030500,15030105,15,3,1,5,0,0
120,011020200,150202,15,2,2,0,0,0
122,011030500,15030105,15,3,1,5,0,0
123,011030400,15030104,15,3,1,4,0,0
124,011080200,15060202,15,6,2,2,0,0
125,011030500,15030105,15,3,1,5,0,0
126,011070200,15060102,15,6,1,2,0,0
127,011070200,15060102,15,6,1,2,0,0
128,011070200,15060102,15,6,1,2,0,0
129,011020500,150205,15,2,5,0,0,0
129,011040102,1503020102,15,3,2,1,2,0
134,011070900,15060109,15,6,1,9,0,0
136,9999,1599,15,99,0,0,0,0
137,011040305,1503020305,15,3,2,3,5,0
138,011040500,15030205,15,3,2,5,0,0
141,011040304,1503020304,15,3,2,3,4,0
142,011040304,1503020304,15,3,2,3,4,0
143,011030400,15030104,15,3,1,4,0,0
144,011060500,150505,15,5,5,0,0,0
146,9999,1599,15,99,0,0,0,0
147,9999,1599,15,99,0,0,0,0
148,011080100,15060201,15,6,2,1,0,0
148,011080200,15060202,15,6,2,2,0,0
149,011020500,150205,15,2,5,0,0,0
151,011040302,1503020302,15,3,2,3,2,0
152,011070300,15060103,15,6,1,3,0,0
153,011040800,15030208,15,3,2,8,0,0
154,011030300,15030103,15,3,1,3,0,0
155,011090101,15070101,15,7,1,1,0,0
156,011090201,15070201,15,7,2,1,0,0
157,011090201,15070201,15,7,2,1,0,0
158,011090101,15070101,15,7,1,1,0,0
159,011090201,15070201,15,7,2,1,0,0
160,011090201,15070201,15,7,2,1,0,0
161,011090101,15070101,15,7,1,1,0,0
162,011090201,15070201,15,7,2,1,0,0
163,011090201,15070201,15,7,2,1,0,0
164,011090101,15070101,15,7,1,1,0,0
165,011090201,15070201,15,7,2,1,0,0
166,011090201,15070201,15,7,2,1,0,0
167,011090101,15070101,15,7,1,1,0,0
168,011090201,15070201,15,7,2,1,0,0
169,011090201,15070201,15,7,2,1,0,0
170,011090101,15070101,15,7,1,1,0,0
171,011090201,15070201,15,7,2,1,0,0
172,011090201,15070201,15,7,2,1,0,0
173,011090201,15070201,15,7,2,1,0,0
174,011090201,15070201,15,7,2,1,0,0
175,011090201,15070201,15,7,2,1,0,0
176,9999,1599,15,99,0,0,0,0
177,011090101,15070101,15,7,1,1,0,0
178,011090201,15070201,15,7,2,1,0,0
179,011090201,15070201,15,7,2,1,0,0
180,011090101,15070101,15,7,1,1,0,0
181,011090201,15070201,15,7,2,1,0,0
182,011090201,15070201,15,7,2,1,0,0
183,011090101,15070101,15,7,1,1,0,0
184,011090201,15070201,15,7,2,1,0,0
185,011090201,15070201,15,7,2,1,0,0
186,011090101,15070101,15,7,1,1,0,0
187,9999,1599,15,99,0,0,0,0
190,9999,1599,15,99,0,0,0,0
194,011031300,15030113,15,3,1,13,0,0
195,011040400,15030204,15,3,2,4,0,0
196,011040710,1503020710,15,3,2,7,10,0
197,011090301,15070301,15,7,3,1,0,0
199,011090203,15070203,15,7,2,3,0,0
200,011090203,15070203,15,7,2,3,0,0
201,9999,1599,15,99,0,0,0,0
204,9999,1599,15,99,0,0,0,0
208,011040706,1503020706,15,3,2,7,6,0
209,011040706,1503020706,15,3,2,7,6,0
211,011040100,15030201,15,3,2,1,0,0
212,011090305,15070305,15,7,3,5,0,0
214,9999,1599,15,99,0,0,0,0
215,011040702,1503020702,15,3,2,7,2,0
217,9999,1599,15,99,0,0,0,0
219,011090101,15070101,15,7,1,1,0,0
220,011040101,1503020101,15,3,2,1,1,0
221,011040101,1503020101,15,3,2,1,1,0
222,011040101,1503020101,15,3,2,1,1,0
223,011090203,15070203,15,7,2,3,0,0
224,011090305,15070305,15,7,3,5,0,0
225,011040800,15030208,15,3,2,8,0,0
226,011090305,15070305,15,7,3,5,0,0
227,011040600,15030206,15,3,2,6,0,0
228,011040600,15030206,15,3,2,6,0,0
229,011040600,15030206,15,3,2,6,0,0
230,011040600,15030206,15,3,2,6,0,0
231,011040800,15030208,15,3,2,8,0,0
232,011040400,15030204,15,3,2,4,0,0
233,9999,1599,15,99,0,0,0,0
234,9999,1599,15,99,0,0,0,0
235,011090305,15070305,15,7,3,5,0,0
235,011090402,15070402,15,7,4,2,0,0
236,011090305,15070305,15,7,3,5,0,0
236,011090403,15070403,15,7,4,3,0,0
237,011090305,15070305,15,7,3,5,0,0
237,011090403,15070403,15,7,4,3,0,0
240,011050100,150401,15,4,1,0,0,0
241,011040305,1503020305,15,3,2,3,5,0
242,9999,1599,15,99,0,0,0,0
243,011040101,1503020101,15,3,2,1,1,0
244,011040714,1503020714,15,3,2,7,14,0
245,011040714,1503020714,15,3,2,7,14,0
247,9999,1599,15,99,0,0,0,0
248,9999,1599,15,99,0,0,0,0
252,011030500,15030105,15,3,1,5,0,0
253,011070200,15060102,15,6,1,2,0,0
254,011031200,15030112,15,3,1,12,0,0
256,011070200,15060102,15,6,1,2,0,0
257,011070200,15060102,15,6,1,2,0,0
259,011090301,15070301,15,7,3,1,0,0
261,011100200,150802,15,8,2,0,0,0
262,9999,1599,15,99,0,0,0,0
263,011040101,1503020101,15,3,2,1,1,0
265,011090201,15070201,15,7,2,1,0,0
266,011090201,15070201,15,7,2,1,0,0
267,011090201,15070201,15,7,2,1,0,0
268,011090201,15070201,15,7,2,1,0,0
269,011090201,15070201,15,7,2,1,0,0
270,011090201,15070201,15,7,2,1,0,0
271,011090201,15070201,15,7,2,1,0,0
272,011090201,15070201,15,7,2,1,0,0
273,011090201,15070201,15,7,2,1,0,0
274,011090101,15070101,15,7,1,1,0,0
275,9999,1599,15,99,0,0,0,0
277,9999,1599,15,99,0,0,0,0
278,011010400,150104,15,1,4,0,0,0
280,9999,1599,15,99,0,0,0,0
282,9999,1599,15,99,0,0,0,0
283,011050200,150402,15,4,2,0,0,0
284,9999,1599,15,99,0,0,0,0
285,011050400,150404,15,4,4,0,0,0
285,011090303,15070303,15,7,3,3,0,0
286,011050400,150404,15,4,4,0,0,0
286,011090303,15070303,15,7,3,3,0,0
287,011050400,150404,15,4,4,0,0,0
288,011050400,150404,15,4,4,0,0,0
289,011090305,15070305,15,7,3,5,0,0
291,9999,1599,15,99,0,0,0,0
292,9999,1599,15,99,0,0,0,0
293,011090304,15070304,15,7,3,4,0,0
294,011090304,15070304,15,7,3,4,0,0
295,011040306,1503020306,15,3,2,3,6,0
297,9999,1599,15,99,0,0,0,0
298,011110100,150901,15,9,1,0,0,0
299,011110100,150901,15,9,1,0,0,0
302,011110100,150901,15,9,1,0,0,0
303,011110100,150901,15,9,1,0,0,0
305,011110100,150901,15,9,1,0,0,0
306,011110100,150901,15,9,1,0,0,0
307,011110100,150901,15,9,1,0,0,0
309,011110100,150901,15,9,1,0,0,0
310,011110100,150901,15,9,1,0,0,0
311,011110100,150901,15,9,1,0,0,0
312,011110100,150901,15,9,1,0,0,0
314,011110100,150901,15,9,1,0,0,0
315,011110100,150901,15,9,1,0,0,0
316,011110100,150901,15,9,1,0,0,0
317,011110100,150901,15,9,1,0,0,0
318,011110100,150901,15,9,1,0,0,0
319,011110100,150901,15,9,1,0,0,0
320,011110100,150901,15,9,1,0,0,0
321,011110100,150901,15,9,1,0,0,0
323,011110100,150901,15,9,1,0,0,0
325,011110100,150901,15,9,1,0,0,0
326,9999,1599,15,99,0,0,0,0
327,9999,1599,15,99,0,0,0,0
328,011040303,1503020303,15,3,2,3,3,0
329,9999,1599,15,99,0,0,0,0
330,9999,1599,15,99,0,0,0,0
331,011040101,1503020101,15,3,2,1,1,0
332,011040101,1503020101,15,3,2,1,1,0
333,011090301,15070301,15,7,3,1,0,0
335,011080300,15060203,15,6,2,3,0,0
335,011090202,15070202,15,7,2,2,0,0
336,011031200,15030112,15,3,1,12,0,0
338,011031200,15030112,15,3,1,12,0,0
339,011031300,15030113,15,3,1,13,0,0
341,011040703,1503020703,15,3,2,7,3,0
342,011090101,15070101,15,7,1,1,0,0
343,011090201,15070201,15,7,2,1,0,0
344,011090201,15070201,15,7,2,1,0,0
345,011040703,1503020703,15,3,2,7,3,0
346,011040703,1503020703,15,3,2,7,3,0
347,011040703,1503020703,15,3,2,7,3,0
349,011040101,1503020101,15,3,2,1,1,0
350,011100100,150801,15,8,1,0,0,0
351,011120100,151001,15,10,1,0,0,0
352,011040710,1503020710,15,3,2,7,10,0
353,011040710,1503020710,15,3,2,7,10,0
354,011040710,1503020710,15,3,2,7,10,0
355,011040710,1503020710,15,3,2,7,10,0
356,011040710,1503020710,15,3,2,7,10,0
357,011040710,1503020710,15,3,2,7,10,0
358,011010700,150107,15,1,7,0,0,0
360,011010700,150107,15,1,7,0,0,0
361,011010600,150106,15,1,6,0,0,0
362,011010600,150106,15,1,6,0,0,0
363,011010900,150109,15,1,9,0,0,0
364,9999,1599,15,99,0,0,0,0
365,011040707,1503020707,15,3,2,7,7,0
366,011040707,1503020707,15,3,2,7,7,0
367,011040707,1503020707,15,3,2,7,7,0
368,011040707,1503020707,15,3,2,7,7,0
371,9999,1599,15,99,0,0,0,0
372,011040302,1503020302,15,3,2,3,2,0
374,011030500,15030105,15,3,1,5,0,0
381,011030400,15030104,15,3,1,4,0,0
382,011100200,150802,15,8,2,0,0,0
383,011050700,150407,15,4,7,0,0,0
384,011050200,150402,15,4,2,0,0,0
385,011090304,15070304,15,7,3,4,0,0
387,9999,1599,15,99,0,0,0,0
388,011090101,15070101,15,7,1,1,0,0
389,9999,1599,15,99,0,0,0,0
391,9999,1599,15,99,0,0,0,0
392,011040101,1503020101,15,3,2,1,1,0
394,011031300,15030113,15,3,1,13,0,0
395,011031300,15030113,15,3,1,13,0,0
396,9999,1599,15,99,0,0,0,0
398,9999,1599,15,99,0,0,0,0
400,011040304,1503020304,15,3,2,3,4,0
401,011040800,15030208,15,3,2,8,0,0
402,9999,1599,15,99,0,0,0,0
403,011070100,15060101,15,6,1,1,0,0
404,9999,1599,15,99,0,0,0,0
406,9999,1599,15,99,0,0,0,0
407,9999,1599,15,99,0,0,0,0
408,011100300,150803,15,8,3,0,0,0
409,011100300,150803,15,8,3,0,0,0
410,011100300,150803,15,8,3,0,0,0
411,011100300,150803,15,8,3,0,0,0
412,011100300,150803,15,8,3,0,0,0
413,011100300,150803,15,8,3,0,0,0
414,011100300,150803,15,8,3,0,0,0
415,011100300,150803,15,8,3,0,0,0
416,011100300,150803,15,8,3,0,0,0
417,011100300,150803,15,8,3,0,0,0
418,011100300,150803,15,8,3,0,0,0
419,011100300,150803,15,8,3,0,0,0
420,011100300,150803,15,8,3,0,0,0
421,011100300,150803,15,8,3,0,0,0
422,011100300,150803,15,8,3,0,0,0
423,011100300,150803,15,8,3,0,0,0
424,011100300,150803,15,8,3,0,0,0
425,011100300,150803,15,8,3,0,0,0
426,011100300,150803,15,8,3,0,0,0
427,011100300,150803,15,8,3,0,0,0
428,011100300,150803,15,8,3,0,0,0
429,011100300,150803,15,8,3,0,0,0
430,011030400,15030104,15,3,1,4,0,0
430,011100300,150803,15,8,3,0,0,0
431,9999,1599,15,99,0,0,0,0
434,011040100,15030201,15,3,2,1,0,0
437,011030600,15030106,15,3,1,6,0,0
438,9999,1599,15,99,0,0,0,0
439,011090101,15070101,15,7,1,1,0,0
442,011010700,150107,15,1,7,0,0,0
444,9999,1599,15,99,0,0,0,0
446,011080500,15060205,15,6,2,5,0,0
447,011090301,15070301,15,7,3,1,0,0
451,011110200,150902,15,9,2,0,0,0
452,011110200,150902,15,9,2,0,0,0
456,011110200,150902,15,9,2,0,0,0
457,011110200,150902,15,9,2,0,0,0
460,011080200,15060202,15,6,2,2,0,0
460,011110200,150902,15,9,2,0,0,0
461,011080200,15060202,15,6,2,2,0,0
461,011110200,150902,15,9,2,0,0,0
463,011080200,15060202,15,6,2,2,0,0
463,011110200,150902,15,9,2,0,0,0
465,011080400,15060204,15,6,2,4,0,0
465,011110200,150902,15,9,2,0,0,0
468,011080400,15060204,15,6,2,4,0,0
468,011110200,150902,15,9,2,0,0,0
470,011110200,150902,15,9,2,0,0,0
472,011080300,15060203,15,6,2,3,0,0
472,011090202,15070202,15,7,2,2,0,0
473,011080300,15060203,15,6,2,3,0,0
473,011090202,15070202,15,7,2,2,0,0
474,011090101,15070101,15,7,1,1,0,0
475,011090201,15070201,15,7,2,1,0,0
476,011090201,15070201,15,7,2,1,0,0
477,011040101,1503020101,15,3,2,1,1,0
478,011060900,150509,15,5,9,0,0,0
479,011030900,15030109,15,3,1,9,0,0
480,011040700,15030207,15,3,2,7,0,0
481,011100100,150801,15,8,1,0,0,0
484,011040712,1503020712,15,3,2,7,12,0
485,011080300,15060203,15,6,2,3,0,0
485,011090202,15070202,15,7,2,2,0,0
486,011100100,150801,15,8,1,0,0,0
487,011080100,15060201,15,6,2,1,0,0
488,011080100,15060201,15,6,2,1,0,0
489,011090101,15070101,15,7,1,1,0,0
490,011100100,150801,15,8,1,0,0,0
491,011100100,150801,15,8,1,0,0,0
492,011100100,150801,15,8,1,0,0,0
493,011100100,150801,15,8,1,0,0,0
494,011100100,150801,15,8,1,0,0,0
495,011100100,150801,15,8,1,0,0,0
496,011100100,150801,15,8,1,0,0,0
497,011030300,15030103,15,3,1,3,0,0
498,011030300,15030103,15,3,1,3,0,0
499,011050400,150404,15,4,4,0,0,0
500,011050400,150404,15,4,4,0,0,0
502,011040304,1503020304,15,3,2,3,4,0
504,9999,1599,15,99,0,0,0,0
505,9999,1599,15,99,0,0,0,0
507,011040707,1503020707,15,3,2,7,7,0
508,011040303,1503020303,15,3,2,3,3,0
509,011040303,1503020303,15,3,2,3,3,0
510,011040303,1503020303,15,3,2,3,3,0
511,011030400,15030104,15,3,1,4,0,0
512,011040710,1503020710,15,3,2,7,10,0
513,011040800,15030208,15,3,2,8,0,0
514,011040101,1503020101,15,3,2,1,1,0
515,011030300,15030103,15,3,1,3,0,0
517,011040301,1503020301,15,3,2,3,1,0
518,011040301,1503020301,15,3,2,3,1,0
520,011040301,1503020301,15,3,2,3,1,0
521,011030400,15030104,15,3,1,4,0,0
522,9999,1599,15,99,0,0,0,0
523,011040100,15030201,15,3,2,1,0,0
524,011010600,150106,15,1,6,0,0,0
524,011040102,1503020102,15,3,2,1,2,0
526,9999,1599,15,99,0,0,0,0
530,011030300,15030103,15,3,1,3,0,0
532,011030300,15030103,15,3,1,3,0,0
533,011040300,15030203,15,3,2,3,0,0
534,011040300,15030203,15,3,2,3,0,0
535,011040300,15030203,15,3,2,3,0,0
536,011031200,15030112,15,3,1,12,0,0
537,011031200,15030112,15,3,1,12,0,0
538,011031200,15030112,15,3,1,12,0,0
539,011080400,15060204,15,6,2,4,0,0
539,011090202,15070202,15,7,2,2,0,0
540,011040710,1503020710,15,3,2,7,10,0
541,011040710,1503020710,15,3,2,7,10,0
542,011040101,1503020101,15,3,2,1,1,0
544,011031300,15030113,15,3,1,13,0,0
545,011031300,15030113,15,3,1,13,0,0
546,011040400,15030204,15,3,2,4,0,0
547,011040400,15030204,15,3,2,4,0,0
549,011040400,15030204,15,3,2,4,0,0
550,011040400,15030204,15,3,2,4,0,0
551,011040400,15030204,15,3,2,4,0,0
552,011040400,15030204,15,3,2,4,0,0
553,011030300,15030103,15,3,1,3,0,0
554,011030300,15030103,15,3,1,3,0,0
555,9999,1599,15,99,0,0,0,0
556,9999,1599,15,99,0,0,0,0
558,9999,1599,15,99,0,0,0,0
559,011040709,1503020709,15,3,2,7,9,0
561,011090305,15070305,15,7,3,5,0,0
563,011090305,15070305,15,7,3,5,0,0
566,9999,1599,15,99,0,0,0,0
567,9999,1599,15,99,0,0,0,0
570,011080100,15060201,15,6,2,1,0,0
570,011080200,15060202,15,6,2,2,0,0
572,9999,1599,15,99,0,0,0,0
573,9999,1599,15,99,0,0,0,0
575,011020300,150203,15,2,3,0,0,0
576,9999,1599,15,99,0,0,0,0
579,011100200,150802,15,8,2,0,0,0
580,011040101,1503020101,15,3,2,1,1,0
582,011040102,1503020102,15,3,2,1,2,0
584,011030300,15030103,15,3,1,3,0,0
586,9999,1599,15,99,0,0,0,0
587,011080300,15060203,15,6,2,3,0,0
588,9999,1599,15,99,0,0,0,0
589,9999,1599,15,99,0,0,0,0
590,9999,1599,15,99,0,0,0,0
591,011100200,150802,15,8,2,0,0,0
592,9999,1599,15,99,0,0,0,0
593,011040400,15030204,15,3,2,4,0,0
594,9999,1599,15,99,0,0,0,0
595,9999,1599,15,99,0,0,0,0
596,9999,1599,15,99,0,0,0,0
597,011031100,15030111,15,3,1,11,0,0
598,011090101,15070101,15,7,1,1,0,0
599,011090305,15070305,15,7,3,5,0,0
600,011090305,15070305,15,7,3,5,0,0
601,011090305,15070305,15,7,3,5,0,0
603,9999,1599,15,99,0,0,0,0
604,011030100,15030101,15,3,1,1,0,0
606,011031300,15030113,15,3,1,13,0,0
607,9999,1599,15,99,0,0,0,0
608,011030100,15030101,15,3,1,1,0,0
609,011040100,15030201,15,3,2,1,0,0
610,011030100,15030101,15,3,1,1,0,0
611,011030500,15030105,15,3,1,5,0,0
613,9999,1599,15,99,0,0,0,0
615,011040600,15030206,15,3,2,6,0,0
616,011100200,150802,15,8,2,0,0,0
617,011040600,15030206,15,3,2,6,0,0
618,011100200,150802,15,8,2,0,0,0
619,011100200,150802,15,8,2,0,0,0
620,011040600,15030206,15,3,2,6,0,0
621,011040600,15030206,15,3,2,6,0,0
622,9999,1599,15,99,0,0,0,0
623,011040710,1503020710,15,3,2,7,10,0
624,011040103,1503020103,15,3,2,1,3,0
626,011040103,1503020103,15,3,2,1,3,0
628,011040103,1503020103,15,3,2,1,3,0
629,011040103,1503020103,15,3,2,1,3,0
630,011040103,1503020103,15,3,2,1,3,0
631,011040301,1503020301,15,3,2,3,1,0
632,011040600,15030206,15,3,2,6,0,0
633,011040600,15030206,15,3,2,6,0,0
634,011100200,150802,15,8,2,0,0,0
636,011030100,15030101,15,3,1,1,0,0
638,011040711,1503020711,15,3,2,7,11,0
639,011040711,1503020711,15,3,2,7,11,0
640,9999,1599,15,99,0,0,0,0
641,9999,1599,15,99,0,0,0,0
642,011030100,15030101,15,3,1,1,0,0
643,9999,1599,15,99,0,0,0,0
645,9999,1599,15,99,0,0,0,0
646,011030300,15030103,15,3,1,3,0,0
647,011030300,15030103,15,3,1,3,0,0
649,011030700,15030107,15,3,1,7,0,0
651,9999,1599,15,99,0,0,0,0
652,9999,1599,15,99,0,0,0,0
655,9999,1599,15,99,0,0,0,0
656,011090305,15070305,15,7,3,5,0,0
657,011020400,150204,15,2,4,0,0,0
658,9999,1599,15,99,0,0,0,0
659,9999,1599,15,99,0,0,0,0
663,9999,1599,15,99,0,0,0,0
666,011040301,1503020301,15,3,2,3,1,0
667,011040800,15030208,15,3,2,8,0,0
669,011040800,15030208,15,3,2,8,0,0
670,011040101,1503020101,15,3,2,1,1,0
673,011030400,15030104,15,3,1,4,0,0
675,011030400,15030104,15,3,1,4,0,0
676,011030400,15030104,15,3,1,4,0,0
677,011031200,15030112,15,3,1,12,0,0
678,011040710,1503020710,15,3,2,7,10,0
679,9999,1599,15,99,0,0,0,0
680,011010300,150103,15,1,3,0,0,0
681,011010300,150103,15,1,3,0,0,0
682,011070900,15060109,15,6,1,9,0,0
683,011040306,1503020306,15,3,2,3,6,0
684,011040700,15030207,15,3,2,7,0,0
685,011080400,15060204,15,6,2,4,0,0
685,011090202,15070202,15,7,2,2,0,0
686,011050400,150404,15,4,4,0,0,0
687,011050400,150404,15,4,4,0,0,0
688,011080400,15060204,15,6,2,4,0,0
688,011090202,15070202,15,7,2,2,0,0
689,9999,1599,15,99,0,0,0,0
691,011030100,15030101,15,3,1,1,0,0
692,011080400,15060204,15,6,2,4,0,0
693,011080400,15060204,15,6,2,4,0,0
693,011090202,15070202,15,7,2,2,0,0
694,9999,1599,15,99,0,0,0,0
696,9999,1599,15,99,0,0,0,0
697,011040710,1503020710,15,3,2,7,10,0
698,011040710,1503020710,15,3,2,7,10,0
700,011040708,1503020708,15,3,2,7,8,0
701,011040708,1503020708,15,3,2,7,8,0
702,011040708,1503020708,15,3,2,7,8,0
703,011040708,1503020708,15,3,2,7,8,0
704,9999,1599,15,99,0,0,0,0
706,011040400,15030204,15,3,2,4,0,0
707,011040400,15030204,15,3,2,4,0,0
709,011030100,15030101,15,3,1,1,0,0
710,011100100,150801,15,8,1,0,0,0
712,011040710,1503020710,15,3,2,7,10,0
713,9999,1599,15,99,0,0,0,0
714,011040800,15030208,15,3,2,8,0,0
715,011030100,15030101,15,3,1,1,0,0
716,011040701,1503020701,15,3,2,7,1,0
718,011040701,1503020701,15,3,2,7,1,0
719,011030300,15030103,15,3,1,3,0,0
720,9999,1599,15,99,0,0,0,0
721,011040701,1503020701,15,3,2,7,1,0
722,011040701,1503020701,15,3,2,7,1,0
723,011040701,1503020701,15,3,2,7,1,0
725,011040709,1503020709,15,3,2,7,9,0
726,011040709,1503020709,15,3,2,7,9,0
727,011040709,1503020709,15,3,2,7,9,0
728,011040709,1503020709,15,3,2,7,9,0
729,011030100,15030101,15,3,1,1,0,0
730,011040705,1503020705,15,3,2,7,5,0
731,011040705,1503020705,15,3,2,7,5,0
732,011040705,1503020705,15,3,2,7,5,0
733,011030100,15030101,15,3,1,1,0,0
734,011030100,15030101,15,3,1,1,0,0
734,011090306,15070306,15,7,3,6,0,0
735,011040710,1503020710,15,3,2,7,10,0
736,011040710,1503020710,15,3,2,7,10,0
737,011090101,15070101,15,7,1,1,0,0
738,011090201,15070201,15,7,2,1,0,0
739,011090201,15070201,15,7,2,1,0,0
741,011010300,150103,15,1,3,0,0,0
742,011010300,150103,15,1,3,0,0,0
743,011010300,150103,15,1,3,0,0,0
744,011010300,150103,15,1,3,0,0,0
745,011010300,150103,15,1,3,0,0,0
746,011010300,150103,15,1,3,0,0,0
747,011010300,150103,15,1,3,0,0,0
748,011010300,150103,15,1,3,0,0,0
749,011010300,150103,15,1,3,0,0,0
750,011010300,150103,15,1,3,0,0,0
751,011010300,150103,15,1,3,0,0,0
752,011010300,150103,15,1,3,0,0,0
753,011010300,150103,15,1,3,0,0,0
754,011010300,150103,15,1,3,0,0,0
756,011010300,150103,15,1,3,0,0,0
757,011010300,150103,15,1,3,0,0,0
758,011010300,150103,15,1,3,0,0,0
759,011090201,15070201,15,7,2,1,0,0
760,011040303,1503020303,15,3,2,3,3,0
761,9999,1599,15,99,0,0,0,0
762,011070400,15060104,15,6,1,4,0,0
763,011070700,15060107,15,6,1,7,0,0
764,011070500,15060105,15,6,1,5,0,0
765,011070500,15060105,15,6,1,5,0,0
766,011070500,15060105,15,6,1,5,0,0
767,011110100,150901,15,9,1,0,0,0
770,011110100,150901,15,9,1,0,0,0
772,011110100,150901,15,9,1,0,0,0
775,011110100,150901,15,9,1,0,0,0
776,011110100,150901,15,9,1,0,0,0
777,011110100,150901,15,9,1,0,0,0
778,011110100,150901,15,9,1,0,0,0
779,011110100,150901,15,9,1,0,0,0
780,011110100,150901,15,9,1,0,0,0
782,011110100,150901,15,9,1,0,0,0
783,011110100,150901,15,9,1,0,0,0
784,011110100,150901,15,9,1,0,0,0
785,011110100,150901,15,9,1,0,0,0
786,9999,1599,15,99,0,0,0,0
787,011031200,15030112,15,3,1,12,0,0
788,011031200,15030112,15,3,1,12,0,0
789,011090101,15070101,15,7,1,1,0,0
790,011090201,15070201,15,7,2,1,0,0
791,011090201,15070201,15,7,2,1,0,0
792,011040101,1503020101,15,3,2,1,1,0
793,011080100,15060201,15,6,2,1,0,0
793,011080200,15060202,15,6,2,2,0,0
796,011090203,15070203,15,7,2,3,0,0
798,011070400,15060104,15,6,1,4,0,0
799,011090201,15070201,15,7,2,1,0,0
800,011090201,15070201,15,7,2,1,0,0
801,011090201,15070201,15,7,2,1,0,0
802,011090101,15070101,15,7,1,1,0,0
803,011090201,15070201,15,7,2,1,0,0
804,011090201,15070201,15,7,2,1,0,0
805,011020200,150202,15,2,2,0,0,0
806,011090301,15070301,15,7,3,1,0,0
808,011080100,15060201,15,6,2,1,0,0
808,011080200,15060202,15,6,2,2,0,0
810,011030500,15030105,15,3,1,5,0,0
813,9999,1599,15,99,0,0,0,0
814,9999,1599,15,99,0,0,0,0
815,011100100,150801,15,8,1,0,0,0
816,011010500,150105,15,1,5,0,0,0
817,011010500,150105,15,1,5,0,0,0
818,011010500,150105,15,1,5,0,0,0
819,011010500,150105,15,1,5,0,0,0
820,011010500,150105,15,1,5,0,0,0
823,9999,1599,15,99,0,0,0,0
824,011040704,1503020704,15,3,2,7,4,0
825,011040704,1503020704,15,3,2,7,4,0
826,011040704,1503020704,15,3,2,7,4,0
827,011090101,15070101,15,7,1,1,0,0
828,011031200,15030112,15,3,1,12,0,0
829,011040711,1503020711,15,3,2,7,11,0
832,011100200,150802,15,8,2,0,0,0
833,011090304,15070304,15,7,3,4,0,0
834,011090304,15070304,15,7,3,4,0,0
836,9999,1599,15,99,0,0,0,0
837,9999,1599,15,99,0,0,0,0
838,011090306,15070306,15,7,3,6,0,0
840,011040400,15030204,15,3,2,4,0,0
841,011080600,15060206,15,6,2,6,0,0
842,9999,1599,15,99,0,0,0,0
843,011080600,15060206,15,6,2,6,0,0
843,011090202,15070202,15,7,2,2,0,0
844,011080600,15060206,15,6,2,6,0,0
844,011090202,15070202,15,7,2,2,0,0
849,011100200,150802,15,8,2,0,0,0
850,011090305,15070305,15,7,3,5,0,0
854,9999,1599,15,99,0,0,0,0
855,011040305,1503020305,15,3,2,3,5,0
