c_office_type_node_id,c_tts_node_id,c_office_type_desc,c_office_type_desc_chn,c_parent_id
1505,1505,"Military Command and Local Security Offices","軍事統帥機構與地方治安機構類",15
150501,150501,"Grand Marshal Command","大元帥府門",1505
150502,150502,"Area Command Offices","都督府門",1505
150503,150503,"Military Area Commander-in-chief","兵馬部署(總管)門",1505
150504,150504,"Military Administrator of Infantry and the Cavalry","兵馬鈐轄門",1505
150505,150505,"Military Director-in-chief","兵馬都監監押門",1505
150506,150506,"Protector-General and Military Inspector","都護巡檢門",1505
150507,150507,"Military Commissioner","制置使司門",1505
150508,150508,"Pacification Commissioners","宣諭招討招撫鎮撫使司門",1505
150509,150509,"Military Commissioners","經略安撫使司門",1505
150510,150510,"Pacification Commission Offices","宣撫使司門",1505
150511,150511,Overseer-general,"總領所門",1505
150512,150512,"Supreme Commandant of the Palace Armies","御前諸軍都統制司門",1505
150513,150513,"Offices of Military Generals","將司門",1505
1506,1506,"Local Offices","地方官類",15
150601,150601,"Local Offices (Circuit)","地方官類(路官)",1506
15060101,15060101,"Circuit Supervisors","路級監司門(籠統)",150601
15060102,15060102,"Supply Commissioner","發運使司門",150601
15060103,15060103,"Fiscal Commissioner","轉運使司門",150601
15060104,15060104,"Judicial Commissioner","提點刑獄司門",150601
15060105,15060105,"Stabilization Fund Supervisorate","提舉常平司門",150601
15060106,15060106,"Supervisorate of Horse Trading","提舉茶馬司門",150601
15060107,15060107,"Supervisor of Mining and Minting","監冶場務門",150601
15060108,15060108,"Supervisor of the Maritime Trade","市舶司門",150601
15060109,15060109,"Military Commissioner Offices","安撫使司門",150601
15060110,15060110,"Military Regulator","經總制司門",150601
15060111,15060111,"Supervisorates of Community Self-defense, Education, Investigation, etc.","提舉保甲學事察訪等司門",150601
150602,150602,"Local Offices (Prefecture / District)","地方官類(郡縣官)",1506
15060201,15060201,"Regent Offices for the Capital and Superior Prefectures","京府次府留守司門",150602
15060202,15060202,"Prefectural Offices","州府軍監門",150602
15060203,15060203,"Ancillary Officials","幕職官門",150602
15060204,15060204,"Section Staff","諸曹官門",150602
15060205,15060205,"Local Schools and Academies","州府學與書院門",150602
15060206,15060206,"District Official","縣鎮官門",150602
15060207,15060207,"State Monopoly Agents","監當官門",150602
15060208,15060208,"Postal Officials","郵置門",150602
1507,1507,"Rank Offices","階官類",15
150701,150701,"Civil and Military Prestige and Rank Offices","文武散階門",1507
15070101,15070101,"Civil Prestige Office","文武散階門-文散官",150701
15070102,15070102,"Military Prestige Offices","文武散階門-武散官",150701
150702,150702,"Civil Rank Offices","文官階門",1507
15070201,15070201,"Yuanfeng Salary Offices","文官階門-元豐寄祿官",150702
15070202,15070202,"Executory Class Officials (before Chongning)","文官階門-選人階官(崇寧以前)",150702
15070203,15070203,"Executory Class Officials (after Chongning)","文官階門-選人階官(崇寧以後)",150702
150703,150703,"Military Rank Offices","武官階門",1507
15070301,15070301,"Principal Military Rank Offices (before Zhenghe)","武官階門-正任武階(政和以前)",150703
15070302,15070302,"Adjunct Military Rank Offices (before Zhenghe)","武官階門-遥郡武階(政和以前)",150703
15070303,15070303,"Cross-wise Military Rank Offices (before Zhenghe)","武官階門-橫行武階(政和以前)",150703
15070304,15070304,"Various Supervisors and Commissioners (before Zhenghe)","武官階門-諸司使副(政和以前)",150703
15070305,15070305,"Minister-Commisioners (before Zhenghe)","武官階門-大小使臣(政和以前)",150703
15070306,15070306,"Military Executory Class Officials (after Zhenghe)","武官階門-武選官階(政和以後)",150703
150704,150704,"Eunuch Rank Offices","內侍階官門",1507
15070401,15070401,"Duty Group Rank Offices","內侍階官門-班官",150704
15070402,15070402,"Eunuch Rank Offices (Zhenghe)","內侍階官門-政和內侍階官",150704
15070403,15070403,"Eunuch Rank Offices (Southern Song)","內侍階官門-南宋內侍階官",150704
150705,150705,"Technical Specialist Rank Offices","伎術官階門",1507
15070501,15070501,"Medical Rank Offices","伎術官階門-醫官階",150705
15070502,15070502,"Astrological Rank Offices","伎術官階門-天文官階",150705
1508,1508,"Noble and Honorary Offices","爵勳類",15
150801,150801,"Noble Offices","爵門",1508
150802,150802,"Honorary Offices","勳門",1508
150803,150803,"Acting, Meritorious, Concurrent, Nominal Officials","檢校官功臣憲銜試秩門",1508
1509,1509,"Temple Stipendiary Offices","祠祿官類",15
150901,150901,"Temple Stipendiary Offices","祠祿官門",1509
150902,150902,"Inactive Official Offices","散秩門",1509
1510,1510,"Special Commissioners","專使類",15
151001,151001,"Diplomatic Commissioners","外交使節門",1510
151002,151002,"Commissioner for Ceremonial Propriety","禮儀使節門",1510
1511,1511,"Awarded Robe Offices","章服類",15
1598,1598,"General (unspecified) titles","跨類官名類",15
1599,1599,"Song Dynasty - Unknown","宋朝未詳",15
16,16,"[not yet translated]","遼朝",0
1601,1601,"[not yet translated]","北面朝官",16
160101,160101,"[not yet translated]","北樞密院",1601
16010101,16010101,"[not yet translated]","北樞密院中丞司",160101
160102,160102,"[not yet translated]","南樞密院",1601
16010201,16010201,"[not yet translated]","南樞密院中丞司",160102
160103,160103,"[not yet translated]","北宰相府",1601
160104,160104,"[not yet translated]","南宰相府",1601
160105,160105,"[not yet translated]","北大王院",1601
16010501,16010501,"[not yet translated]","北院都統軍司",160105
16010502,16010502,"[not yet translated]","北院詳穩司",160105
16010503,16010503,"[not yet translated]","北院都部署司",160105
160106,160106,"[not yet translated]","南大王院",1601
16010601,16010601,"[not yet translated]","南院都統軍司",160106
16010602,16010602,"[not yet translated]","南院詳穩司",160106
16010603,16010603,"[not yet translated]","南院都部署司",160106
160107,160107,"[not yet translated]","宣徽北院",1601
160108,160108,"[not yet translated]","宣徽南院",1601
160109,160109,"[not yet translated]","大于越府",1601
160110,160110,"[not yet translated]","大惕隱司",1601
160111,160111,"[not yet translated]","夷離畢院",1601
160112,160112,"[not yet translated]","大林牙院",1601
160113,160113,"[not yet translated]","敵烈麻都司",1601
160114,160114,"[not yet translated]","文班司",1601
160115,160115,"[not yet translated]","阿札割只",1601
1602,1602,"[not yet translated]","北面御帳官",16
160201,160201,"[not yet translated]","侍衛司",1602
16020101,16020101,"[not yet translated]","近侍局",160201
16020102,16020102,"[not yet translated]","近侍詳穩司",160201
160202,160202,"[not yet translated]","北護衛府",1602
16020201,16020201,"[not yet translated]","總領左右護衛司",160202
16020202,16020202,"[not yet translated]","左護衛司",160202
16020203,16020203,"[not yet translated]","右護衛司",160202
160203,160203,"[not yet translated]","南護衛府",1602
16020301,16020301,"[not yet translated]","總領左右護衛司",160203
16020302,16020302,"[not yet translated]","左護衛司",160203
16020303,16020303,"[not yet translated]","右護衛司",160203
16020304,16020304,"[not yet translated]","三班院",160203
16020305,16020305,"[not yet translated]","宿衛司",160203
16020306,16020306,"[not yet translated]","禁衛局",160203
16020307,16020307,"[not yet translated]","宿直司",160203
160204,160204,"[not yet translated]","硬寨司",1602
160205,160205,"[not yet translated]","皇太子惕隱司",1602
1603,1603,"[not yet translated]","北面著帳官",16
160301,160301,"[not yet translated]","著帳郎君院",1603
160302,160302,"[not yet translated]","祗候郎君班詳穩司",1603
160303,160303,"[not yet translated]","左祗候郎君班詳穩司",1603
160304,160304,"[not yet translated]","右祗候郎君班詳穩司",1603
160305,160305,"[not yet translated]","筆硯局",1603
160306,160306,"[not yet translated]","牌印局",1603
160307,160307,"[not yet translated]","裀褥局",1603
160308,160308,"[not yet translated]","燈燭局",1603
160309,160309,"[not yet translated]","床幔局",1603
160310,160310,"[not yet translated]","殿幄局",1603
160311,160311,"[not yet translated]","車輿局",1603
160312,160312,"[not yet translated]","御盞局",1603
160313,160313,"[not yet translated]","本班局",1603
160314,160314,"[not yet translated]","皇太后祗應司",1603
160315,160315,"[not yet translated]","著帳戶司",1603
160316,160316,"[not yet translated]","承應小底局",1603
1604,1604,"[not yet translated]","北面皇族帳官",16
160401,160401,"[not yet translated]","大內惕隱司",1604
160402,160402,"[not yet translated]","大橫帳常袞司",1604
160403,160403,"[not yet translated]","四帳都詳穩司",1604
160404,160404,"[not yet translated]","舍利司",1604
160405,160405,"[not yet translated]","親王國",1604
160406,160406,"[not yet translated]","大東丹國中臺省",1604
160407,160407,"[not yet translated]","王子院",1604
160408,160408,"[not yet translated]","駙馬都尉府",1604
1605,1605,"[not yet translated]","北面諸帳官",16
160501,160501,"[not yet translated]","遙輦九帳大常袞司",1605
160502,160502,"[not yet translated]","大國舅司",1605
16050201,16050201,"[not yet translated]","國舅夷離畢司",160502
160503,160503,"[not yet translated]","國舅別部",1605
160504,160504,"[not yet translated]","渤海帳司",1605
1606,1606,"[not yet translated]","北面宮官",16
160601,160601,"[not yet translated]","諸行宮都部署院",1606
160602,160602,"[not yet translated]","契丹行宮都部署司",1606
160603,160603,"[not yet translated]","行宮諸部署司",1606
160604,160604,"[not yet translated]","十二宮",1606
160605,160605,"[not yet translated]","押行宮輜重夷離畢司",1606
1607,1607,"[not yet translated]","北面部族官",16
160701,160701,"[not yet translated]","大部族",1607
16070101,16070101,"[not yet translated]","五院部",160701
16070102,16070102,"[not yet translated]","六院部",160701
16070103,16070103,"[not yet translated]","乙室部",160701
16070104,16070104,"[not yet translated]","奚六部",160701
160702,160702,"[not yet translated]","小部族",1607
16070201,16070201,"[not yet translated]","乙典女直部",160702
16070202,16070202,"[not yet translated]","乙室奧隗部",160702
16070203,16070203,"[not yet translated]","五國部",160702
16070204,16070204,"[not yet translated]","伯德部",160702
16070205,16070205,"[not yet translated]","伯斯鼻骨部",160702
16070206,16070206,"[not yet translated]","北剋部",160702
16070207,16070207,"[not yet translated]","北唐古部",160702
16070208,16070208,"[not yet translated]","北敵烈部",160702
16070209,16070209,"[not yet translated]","匿訖唐古部",160702
16070210,16070210,"[not yet translated]","南剋部",160702
16070211,16070211,"[not yet translated]","南唐古部",160702
16070212,16070212,"[not yet translated]","品達魯虢部",160702
16070213,16070213,"[not yet translated]","品部",160702
16070214,16070214,"[not yet translated]","圖魯部",160702
16070215,16070215,"[not yet translated]","墮瑰部",160702
16070216,16070216,"[not yet translated]","大黃室韋部",160702
16070217,16070217,"[not yet translated]","奧衍女直部",160702
16070218,16070218,"[not yet translated]","奧衍突厥部",160702
16070219,16070219,"[not yet translated]","奧里部",160702
16070220,16070220,"[not yet translated]","小黃室韋部",160702
16070221,16070221,"[not yet translated]","撒里葛部",160702
16070222,16070222,"[not yet translated]","斡突碗烏古部",160702
16070223,16070223,"[not yet translated]","曷朮部",160702
16070224,16070224,"[not yet translated]","朮哲達魯虢部",160702
16070225,16070225,"[not yet translated]","梅古悉部",160702
16070226,16070226,"[not yet translated]","楚里部",160702
16070227,16070227,"[not yet translated]","楮特奧隗部",160702
16070228,16070228,"[not yet translated]","楮特部",160702
16070229,16070229,"[not yet translated]","河西部",160702
16070230,16070230,"[not yet translated]","涅剌拏古部",160702
16070231,16070231,"[not yet translated]","涅剌越兀部",160702
16070232,16070232,"[not yet translated]","涅剌部",160702
16070233,16070233,"[not yet translated]","烏古涅剌部",160702
16070234,16070234,"[not yet translated]","烏隗部",160702
16070235,16070235,"[not yet translated]","特里特勉部",160702
16070236,16070236,"[not yet translated]","稍瓦部",160702
16070237,16070237,"[not yet translated]","突呂不室韋部",160702
16070238,16070238,"[not yet translated]","突呂不部",160702
16070239,16070239,"[not yet translated]","突舉部",160702
16070240,16070240,"[not yet translated]","窈爪部",160702
16070241,16070241,"[not yet translated]","耨碗爪部",160702
16070242,16070242,"[not yet translated]","薛特部",160702
16070243,16070243,"[not yet translated]","訛僕括部",160702
16070244,16070244,"[not yet translated]","迭剌迭達部",160702
16070245,16070245,"[not yet translated]","迭魯敵烈部",160702
16070246,16070246,"[not yet translated]","達馬鼻骨部",160702
16070247,16070247,"[not yet translated]","遙里部",160702
16070248,16070248,"[not yet translated]","隗衍突厥部",160702
16070249,16070249,"[not yet translated]","頡的部",160702
16070250,16070250,"[not yet translated]","鶴剌唐古部",160702
1608,1608,"[not yet translated]","北面坊場局冶牧廄等官",16
160801,160801,"[not yet translated]","坊官",1608
160802,160802,"[not yet translated]","場官",1608
160803,160803,"[not yet translated]","局官",1608
160804,160804,"[not yet translated]","冶官",1608
16080401,16080401,"[not yet translated]","五冶",160804
160805,160805,"[not yet translated]","群牧官",1608
16080502,16080502,"[not yet translated]","西路群牧使司",160805
16080503,16080503,"[not yet translated]","倒塌嶺西路群牧使司",160805
16080504,16080504,"[not yet translated]","總典群牧使司",160805
16080505,16080505,"[not yet translated]","渾河北馬群司",160805
16080506,16080506,"[not yet translated]","漠南馬群司",160805
16080507,16080507,"[not yet translated]","漠北滑水馬群司",160805
16080508,16080508,"[not yet translated]","漠北滑水牛群司",160805
160806,160806,"[not yet translated]","諸廄官",1608
160807,160807,"[not yet translated]","監養鳥獸官",1608
1609,1609,"[not yet translated]","北面軍官",16
160901,160901,"[not yet translated]","天下兵馬大元帥府",1609
160902,160902,"[not yet translated]","大元帥府",1609
160903,160903,"[not yet translated]","都元帥府",1609
160904,160904,"[not yet translated]","便宜從事府",1609
160905,160905,"[not yet translated]","大詳穩司",1609
160906,160906,"[not yet translated]","東都省",1609
160907,160907,"[not yet translated]","西都省",1609
160908,160908,"[not yet translated]","大將軍府",1609
160909,160909,"[not yet translated]","護軍司",1609
160910,160910,"[not yet translated]","衛軍司",1609
160911,160911,"[not yet translated]","十二行糾軍",1609
160912,160912,"[not yet translated]","各宮分糾軍",1609
160913,160913,"[not yet translated]","遙輦糾軍",1609
160914,160914,"[not yet translated]","各部族糾軍",1609
160915,160915,"[not yet translated]","群牧二糾軍",1609
1610,1610,"[not yet translated]","北面邊防官",16
161001,161001,"[not yet translated]","上京路諸司",1610
161002,161002,"[not yet translated]","遼陽路諸司",1610
161003,161003,"[not yet translated]","長春路諸司",1610
16100301,16100301,"[not yet translated]","咸州兵馬詳穩司",161003
161004,161004,"[not yet translated]","西京諸司",1610
161005,161005,"[not yet translated]","西北路諸司",1610
161006,161006,"[not yet translated]","東北路諸司",1610
161007,161007,"[not yet translated]","東路諸司",1610
161008,161008,"[not yet translated]","西路諸司",1610
1611,1611,"[not yet translated]","北面行軍官",16
161101,161101,"[not yet translated]","行樞密院",1611
161102,161102,"[not yet translated]","行軍都統所",1611
161103,161103,"[not yet translated]","行軍都押司",1611
161104,161104,"[not yet translated]","遠探軍",1611
161105,161105,"[not yet translated]","候騎",1611
1612,1612,"[not yet translated]","北面屬國官",16
161201,161201,"[not yet translated]","諸國",1612
16120101,16120101,"[not yet translated]","	N³lWÿþs^",161201
16120102,16120102,"[not yet translated]","乞粟河國大﻿王府",161201
16120103,16120103,"[not yet translated]","于厥國﻿王府",161201
16120104,16120104,"[not yet translated]","于闐國﻿王府",161201
16120105,16120105,"[not yet translated]","仙門國﻿王府",161201
16120106,16120106,"[not yet translated]","党項國大﻿王府",161201
16120107,16120107,"[not yet translated]","北女直國大﻿王府",161201
16120108,16120108,"[not yet translated]","北阻卜國﻿大王府",161201
16120109,16120109,"[not yet translated]","南女直國﻿王府",161201
16120110,16120110,"[not yet translated]","吐渾國﻿王府",161201
16120111,16120111,"[not yet translated]","吐蕃國﻿王府",161201
16120112,16120112,"[not yet translated]","吐谷渾國﻿王府",161201
16120113,16120113,"[not yet translated]","噪溫國﻿王府",161201
16120114,16120114,"[not yet translated]","回鶻國﻿單于府",161201
16120115,16120115,"[not yet translated]","城屈里國﻿大王府",161201
16120116,16120116,"[not yet translated]","大蕃國﻿王府",161201
16120117,16120117,"[not yet translated]","大食國﻿王府",161201
16120118,16120118,"[not yet translated]","夷都袞國﻿王府",161201
16120119,16120119,"[not yet translated]","女直國﻿順化王府",161201
16120120,16120120,"[not yet translated]","婆都魯國﻿王府",161201
16120121,16120121,"[not yet translated]","室韋國﻿王府",161201
16120122,16120122,"[not yet translated]","小蕃國﻿王府",161201
16120123,16120123,"[not yet translated]","徒睹古國王府﻿",161201
16120124,16120124,"[not yet translated]","怕里國﻿王府",161201
16120125,16120125,"[not yet translated]","惕德國﻿王府",161201
16120126,16120126,"[not yet translated]","斡朗改國﻿王府",161201
16120127,16120127,"[not yet translated]","新羅國﻿王府",161201
16120128,16120128,"[not yet translated]","日本國﻿王府",161201
16120129,16120129,"[not yet translated]","曷蘇館路女直國大王府",161201
16120130,16120130,"[not yet translated]","朮不姑國王府﻿",161201
16120131,16120131,"[not yet translated]","朱灰國﻿王府",161201
16120132,16120132,"[not yet translated]","殊保國﻿王府",161201
16120133,16120133,"[not yet translated]","沙州回鶻燉煌郡﻿王府",161201
16120134,16120134,"[not yet translated]","沙陀國﻿王府",161201
16120135,16120135,"[not yet translated]","波剌國﻿王府",161201
16120136,16120136,"[not yet translated]","濊貊國﻿王府",161201
16120137,16120137,"[not yet translated]","瀕海女直國﻿大王府",161201
16120138,16120138,"[not yet translated]","烏孫國﻿王府",161201
16120139,16120139,"[not yet translated]","烏里國﻿王府",161201
16120140,16120140,"[not yet translated]","獅子國﻿王府",161201
16120141,16120141,"[not yet translated]","獲里國﻿王府",161201
16120142,16120142,"[not yet translated]","甘州回鶻大﻿王府",161201
16120143,16120143,"[not yet translated]","突厥國﻿王府",161201
16120144,16120144,"[not yet translated]","紝沒里國﻿王府",161201
16120145,16120145,"[not yet translated]","素撒國﻿王府",161201
16120146,16120146,"[not yet translated]","蒲昵國﻿王府",161201
16120147,16120147,"[not yet translated]","襖里國﻿王府",161201
16120148,16120148,"[not yet translated]","西北阻卜國大﻿王府",161201
16120149,16120149,"[not yet translated]","西夏國﻿王府",161201
16120150,16120150,"[not yet translated]","西突厥國﻿王府",161201
16120151,16120151,"[not yet translated]","西蕃國﻿王府",161201
16120152,16120152,"[not yet translated]","西阻卜國﻿大王府",161201
16120153,16120153,"[not yet translated]","要里國﻿王府",161201
16120154,16120154,"[not yet translated]","覈列哿國﻿王府",161201
16120155,16120155,"[not yet translated]","賃烈國﻿王府",161201
16120156,16120156,"[not yet translated]","越離睹國王府﻿",161201
16120157,16120157,"[not yet translated]","轄剌斯國﻿王府",161201
16120158,16120158,"[not yet translated]","轄剌國只國﻿王府",161201
16120159,16120159,"[not yet translated]","迪烈德國王府﻿",161201
16120160,16120160,"[not yet translated]","述律子國﻿王府",161201
16120161,16120161,"[not yet translated]","達盧古國﻿王府",161201
16120162,16120162,"[not yet translated]","達離諫國﻿王府",161201
16120163,16120163,"[not yet translated]","鐵不得國﻿王府",161201
16120164,16120164,"[not yet translated]","鐵驪國﻿王府",161201
16120165,16120165,"[not yet translated]","長白山女直國﻿大王府",161201
16120166,16120166,"[not yet translated]","阻卜國﻿大王府",161201
16120167,16120167,"[not yet translated]","阿撒里國﻿王府",161201
16120168,16120168,"[not yet translated]","阿缽押國﻿王府",161201
16120169,16120169,"[not yet translated]","阿缽頗得國﻿王府",161201
16120170,16120170,"[not yet translated]","阿薩蘭回鶻大王府﻿",161201
16120171,16120171,"[not yet translated]","阿里國﻿王府",161201
16120172,16120172,"[not yet translated]","霸斯黑國﻿王府",161201
16120173,16120173,"[not yet translated]","靺鞨國﻿王府",161201
16120174,16120174,"[not yet translated]","高昌國大﻿王府",161201
16120175,16120175,"[not yet translated]","高麗國﻿王府",161201
16120176,16120176,"[not yet translated]","鴨淥江女直大﻿王府",161201
16120177,16120177,"[not yet translated]","黑車子室韋國﻿王府",161201
16120178,16120178,"[not yet translated]","鼻國德國﻿王府",161201
161202,161202,"[not yet translated]","大部",1612
16120201,16120201,"[not yet translated]","²çvÛk5gè'Ys^ÿþ",161202
16120202,16120202,"[not yet translated]","回跋部大王府﻿",161202
16120203,16120203,"[not yet translated]","母部大王府",161202
16120204,16120204,"[not yet translated]","黃龍府女直部大王府﻿",161202
16120205,16120205,"[not yet translated]","吾禿婉部大王府﻿",161202
16120206,16120206,"[not yet translated]","烏隈于厥部大王府﻿",161202
16120207,16120207,"[not yet translated]","婆離八部大王府﻿",161202
16120208,16120208,"[not yet translated]","于厥里部族大王府",161202
161203,161203,"[not yet translated]","諸部",1612
16120301,16120301,"[not yet translated]","usYôvèÿþ",161203
16120302,16120302,"[not yet translated]","直不姑部﻿",161203
16120303,16120303,"[not yet translated]","狐山部﻿",161203
16120304,16120304,"[not yet translated]","拔思母部﻿",161203
16120305,16120305,"[not yet translated]","茶扎剌部﻿",161203
16120306,16120306,"[not yet translated]","粘八葛部﻿",161203
16120307,16120307,"[not yet translated]","耶睹刮部﻿",161203
16120308,16120308,"[not yet translated]","耶迷只部﻿",161203
16120309,16120309,"[not yet translated]","撻朮不姑部﻿",161203
16120310,16120310,"[not yet translated]","渤海部﻿",161203
16120311,16120311,"[not yet translated]","西北渤海部﻿",161203
16120312,16120312,"[not yet translated]","達里得部﻿",161203
16120313,16120313,"[not yet translated]","烏古部﻿",161203
16120314,16120314,"[not yet translated]","隈烏古部﻿",161203
16120315,16120315,"[not yet translated]","三河烏古部﻿",161203
16120316,16120316,"[not yet translated]","烏隈烏骨里部﻿",161203
16120317,16120317,"[not yet translated]","敵烈部﻿",161203
16120318,16120318,"[not yet translated]","迪離畢部﻿",161203
16120319,16120319,"[not yet translated]","涅剌部﻿",161203
16120320,16120320,"[not yet translated]","烏濊部﻿",161203
16120321,16120321,"[not yet translated]","鉏德部﻿",161203
16120322,16120322,"[not yet translated]","諦居部﻿",161203
16120323,16120323,"[not yet translated]","涅剌奧隗部﻿",161203
16120324,16120324,"[not yet translated]","八石烈敵烈部﻿",161203
16120325,16120325,"[not yet translated]","迭剌葛部﻿",161203
16120326,16120326,"[not yet translated]","兀惹部﻿",161203
16120327,16120327,"[not yet translated]","党項部﻿",161203
16120328,16120328,"[not yet translated]","隗衍党項部﻿",161203
16120329,16120329,"[not yet translated]","山南党項部﻿",161203
16120330,16120330,"[not yet translated]","北大濃兀部﻿",161203
16120331,16120331,"[not yet translated]","南大濃兀部﻿",161203
16120332,16120332,"[not yet translated]","九石烈部﻿",161203
16120333,16120333,"[not yet translated]","嗢娘改部﻿",161203
16120334,16120334,"[not yet translated]","鼻骨德部﻿",161203
16120335,16120335,"[not yet translated]","退欲德部﻿",161203
16120336,16120336,"[not yet translated]","涅古部﻿",161203
16120337,16120337,"[not yet translated]","遙思拈部﻿",161203
16120338,16120338,"[not yet translated]","劃離部﻿",161203
16120339,16120339,"[not yet translated]","四部族部﻿",161203
16120340,16120340,"[not yet translated]","四蕃部﻿",161203
16120341,16120341,"[not yet translated]","三國部﻿",161203
16120342,16120342,"[not yet translated]","素昆那山東部﻿",161203
16120343,16120343,"[not yet translated]","胡母思山部﻿",161203
16120344,16120344,"[not yet translated]","盧不姑部﻿",161203
16120345,16120345,"[not yet translated]","照姑部﻿",161203
16120346,16120346,"[not yet translated]","白可久部﻿",161203
16120347,16120347,"[not yet translated]","俞魯古部﻿",161203
16120348,16120348,"[not yet translated]","七火室韋部﻿",161203
16120349,16120349,"[not yet translated]","黃皮室韋部﻿",161203
16120350,16120350,"[not yet translated]","瑤穩部﻿",161203
16120351,16120351,"[not yet translated]","嘲穩部﻿",161203
16120352,16120352,"[not yet translated]","二女古部﻿",161203
16120353,16120353,"[not yet translated]","蔑思乃部﻿",161203
16120354,16120354,"[not yet translated]","麻達里別古部﻿",161203
16120355,16120355,"[not yet translated]","梅里急部﻿",161203
16120356,16120356,"[not yet translated]","斡魯部﻿",161203
16120357,16120357,"[not yet translated]","榆里底乃部﻿",161203
16120358,16120358,"[not yet translated]","率類部﻿",161203
16120359,16120359,"[not yet translated]","五部蕃部﻿",161203
16120360,16120360,"[not yet translated]","蒲奴里部﻿",161203
16120361,16120361,"[not yet translated]","閘古胡里扒部﻿",161203
1613,1613,"[not yet translated]","南面朝官",16
161301,161301,"[not yet translated]","文官",1613
16130101,16130101,"[not yet translated]","三師府",161301
16130102,16130102,"[not yet translated]","三公府",161301
16130103,16130103,"[not yet translated]","漢人樞密院",161301
16130104,16130104,"[not yet translated]","中書省",161301
16130105,16130105,"[not yet translated]","門下省",161301
16130106,16130106,"[not yet translated]","尚書省",161301
16130107,16130107,"[not yet translated]","某部",161301
16130108,16130108,"[not yet translated]","御史臺",161301
16130109,16130109,"[not yet translated]","殿中司",161301
16130110,16130110,"[not yet translated]","翰林院",161301
16130111,16130111,"[not yet translated]","宣政殿",161301
16130112,16130112,"[not yet translated]","觀書殿",161301
16130113,16130113,"[not yet translated]","昭文館",161301
16130114,16130114,"[not yet translated]","崇文館",161301
16130115,16130115,"[not yet translated]","乾文閣",161301
16130116,16130116,"[not yet translated]","宣徽院",161301
16130117,16130117,"[not yet translated]","內省",161301
16130118,16130118,"[not yet translated]","內侍省",161301
16130119,16130119,"[not yet translated]","客省",161301
16130120,16130120,"[not yet translated]","太常寺",161301
16130121,16130121,"[not yet translated]","崇祿寺",161301
16130122,16130122,"[not yet translated]","衛尉寺",161301
16130123,16130123,"[not yet translated]","宗正寺",161301
16130124,16130124,"[not yet translated]","太僕寺",161301
16130125,16130125,"[not yet translated]","大理寺",161301
16130126,16130126,"[not yet translated]","鴻臚寺",161301
16130127,16130127,"[not yet translated]","司農寺",161301
16130128,16130128,"[not yet translated]","祕書監",161301
16130129,16130129,"[not yet translated]","司天監",161301
16130130,16130130,"[not yet translated]","國子監",161301
16130131,16130131,"[not yet translated]","太府監",161301
16130132,16130132,"[not yet translated]","少府監",161301
16130133,16130133,"[not yet translated]","將作監",161301
16130134,16130134,"[not yet translated]","都水監",161301
161302,161302,"[not yet translated]","武官",1613
16130201,16130201,"[not yet translated]","親衛",161302
16130202,16130202,"[not yet translated]","勳衛",161302
16130203,16130203,"[not yet translated]","翊衛",161302
16130204,16130204,"[not yet translated]","左右衛",161302
16130205,16130205,"[not yet translated]","左右驍衛",161302
16130206,16130206,"[not yet translated]","左右武衛",161302
16130207,16130207,"[not yet translated]","左右威衛",161302
16130208,16130208,"[not yet translated]","左右領軍衛",161302
16130209,16130209,"[not yet translated]","左右金吾衛",161302
16130210,16130210,"[not yet translated]","左右監門衛",161302
16130211,16130211,"[not yet translated]","左右千牛衛",161302
16130212,16130212,"[not yet translated]","左右羽林軍",161302
16130213,16130213,"[not yet translated]","左右龍虎軍",161302
16130214,16130214,"[not yet translated]","左右神武軍",161302
16130215,16130215,"[not yet translated]","左右神策軍",161302
16130216,16130216,"[not yet translated]","左右神威軍",161302
161303,161303,"[not yet translated]","東宮官",1613
16130301,16130301,"[not yet translated]","東宮三師府",161303
16130302,16130302,"[not yet translated]","太子賓客院",161303
16130303,16130303,"[not yet translated]","太子詹事院",161303
16130304,16130304,"[not yet translated]","太子司直司",161303
16130305,16130305,"[not yet translated]","左春坊",161303
16130306,16130306,"[not yet translated]","右春坊",161303
161304,161304,"[not yet translated]","諸王府官",1613
16130401,16130401,"[not yet translated]","王傅府",161304
16130402,16130402,"[not yet translated]","親王內史府",161304
1614,1614,"[not yet translated]","南面宮官",16
161401,161401,"[not yet translated]","漢兒行宮都部署院",1614
161402,161402,"[not yet translated]","十二宮南面行宮都部署",1614
1615,1615,"[not yet translated]","南面京官",16
161501,161501,"[not yet translated]","三京宰相府",1615
161502,161502,"[not yet translated]","諸京內省客省",1615
161503,161503,"[not yet translated]","五京諸使",1615
161504,161504,"[not yet translated]","五京留守司兼府尹",1615
161505,161505,"[not yet translated]","五京都總管府",1615
161506,161506,"[not yet translated]","五京都虞候司",1615
161507,161507,"[not yet translated]","五京警巡院",1615
161508,161508,"[not yet translated]","五京處置使司",1615
161509,161509,"[not yet translated]","五京學",1615
161510,161510,"[not yet translated]","上京城隍使司",1615
161511,161511,"[not yet translated]","東京渤海承奉官",1615
161512,161512,"[not yet translated]","遼陽大都督府",1615
161513,161513,"[not yet translated]","東京安撫使司",1615
161514,161514,"[not yet translated]","東京軍巡院",1615
161515,161515,"[not yet translated]","中京文思院",1615
161516,161516,"[not yet translated]","中京路按問使司",1615
161517,161517,"[not yet translated]","中京巡邏使司",1615
