c_office_type_node_id,c_tts_node_id,c_office_type_desc,c_office_type_desc_chn,c_parent_id
1803040401,1803040401,"[not yet translated]","本官司",18030404
1803040402,1803040402,"[not yet translated]","大都陸運提舉司",18030404
1803040403,1803040403,"[not yet translated]","隨路打捕鷹房民匠總管府",18030404
1803040404,1803040404,"[not yet translated]","本投下大都等路打捕鷹房諸色人匠都總管府",18030404
1803040405,1803040405,"[not yet translated]","隨路諸色民匠打捕鷹房等戶都總管府",18030404
1803040406,1803040406,"[not yet translated]","本位下打捕鷹房民匠等戶都總管府",18030404
18030405,18030405,"[not yet translated]","刑部",180304
1803040501,1803040501,"[not yet translated]","本官司",18030405
1803040502,1803040502,"[not yet translated]","刑部-司獄司",18030405
1803040503,1803040503,"[not yet translated]","司籍所",18030405
18030406,18030406,"[not yet translated]","工部",180304
1803040601,1803040601,"[not yet translated]","工部本官司",18030406
1803040602,1803040602,"[not yet translated]","左右部架閣庫",18030406
1803040603,1803040603,"[not yet translated]","諸色人匠總管府",18030406
180304060301,180304060301,"[not yet translated]","梵像提舉司",1803040603
180304060302,180304060302,"[not yet translated]","出蠟局提舉司",1803040603
180304060303,180304060303,"[not yet translated]","鑄瀉等銅局",1803040603
180304060304,180304060304,"[not yet translated]","銀局",1803040603
180304060305,180304060305,"[not yet translated]","鑌鐵局",1803040603
180304060306,180304060306,"[not yet translated]","瑪瑙玉局",1803040603
180304060307,180304060307,"[not yet translated]","石局",1803040603
180304060308,180304060308,"[not yet translated]","木局",1803040603
180304060309,180304060309,"[not yet translated]","諸色人匠總管府-油漆局",1803040603
180304060310,180304060310,"[not yet translated]","諸色人匠總管府-諸物庫",1803040603
180304060311,180304060311,"[not yet translated]","隨路人匠都提領所",1803040603
1803040604,1803040604,"[not yet translated]","諸司局人匠總管府",18030406
180304060401,180304060401,"[not yet translated]","諸司局人匠總管府-收支庫",1803040604
180304060402,180304060402,"[not yet translated]","大都氈局",1803040604
180304060403,180304060403,"[not yet translated]","大都染局",1803040604
180304060404,180304060404,"[not yet translated]","諸司局人匠總管府-上都氈局",1803040604
180304060405,180304060405,"[not yet translated]","隆興氈局",1803040604
180304060406,180304060406,"[not yet translated]","剪毛花毯蠟布局",1803040604
1803040605,1803040605,"[not yet translated]","提舉右八作司",18030406
1803040606,1803040606,"[not yet translated]","提舉左八作司",18030406
1803040607,1803040607,"[not yet translated]","諸路雜造總管府",18030406
180304060701,180304060701,"[not yet translated]","簾網局",1803040607
180304060702,180304060702,"[not yet translated]","諸路雜造總管府-收支庫",1803040607
1803040608,1803040608,"[not yet translated]","茶迭兒局總管府",18030406
180304060801,180304060801,"[not yet translated]","諸司局",1803040608
180304060802,180304060802,"[not yet translated]","茶迭兒局總管府-收支庫",1803040608
1803040609,1803040609,"[not yet translated]","大都人匠總管府",18030406
180304060901,180304060901,"[not yet translated]","綉局",1803040609
180304060902,180304060902,"[not yet translated]","紋錦總院",1803040609
180304060903,180304060903,"[not yet translated]","涿州羅局",1803040609
180304060904,180304060904,"[not yet translated]","尚方庫",1803040609
1803040610,1803040610,"[not yet translated]","隨路諸色民匠都總管府",18030406
180304061001,180304061001,"[not yet translated]","織染人匠提舉司",1803040610
180304061002,180304061002,"[not yet translated]","隨路諸色民匠都總管府-雜造人匠提舉司",1803040610
180304061003,180304061003,"[not yet translated]","大都諸色人匠提舉司",1803040610
180304061004,180304061004,"[not yet translated]","大都等處織染提舉司",1803040610
180304061005,180304061005,"[not yet translated]","隨路諸色民匠都總管府-收支諸物庫",1803040610
1803040611,1803040611,"[not yet translated]","提舉都城所",18030406
1803040612,1803040612,"[not yet translated]","提舉都城所左右廂",18030406
1803040613,1803040613,"[not yet translated]","受給庫",18030406
1803040614,1803040614,"[not yet translated]","符牌局",18030406
1803040615,1803040615,"[not yet translated]","旋匠提舉司",18030406
1803040616,1803040616,"[not yet translated]","撒答剌欺提舉司",18030406
1803040617,1803040617,"[not yet translated]","工部-別失八里局",18030406
1803040618,1803040618,"[not yet translated]","忽丹八里局",18030406
1803040619,1803040619,"[not yet translated]","平則門窯場",18030406
1803040620,1803040620,"[not yet translated]","大都皮貨所",18030406
1803040621,1803040621,"[not yet translated]","晉寧路織染提舉司",18030406
180304062101,180304062101,"[not yet translated]","晉寧路織染提舉司-提領所",1803040621
180304062102,180304062102,"[not yet translated]","係官織染人匠局",1803040621
180304062103,180304062103,"[not yet translated]","雲內人匠東、西局",1803040621
180304062104,180304062104,"[not yet translated]","本路人匠局",1803040621
180304062105,180304062105,"[not yet translated]","河中府局",1803040621
1803040622,1803040622,"[not yet translated]","冀寧路織染提舉司",18030406
180304062201,180304062201,"[not yet translated]","開除局",1803040622
1803040623,1803040623,"[not yet translated]","真定路織染提舉司",18030406
180304062301,180304062301,"[not yet translated]","真定路紗羅兼雜造局",1803040623
1803040624,1803040624,"[not yet translated]","南宮、中山織染提舉司",18030406
1803040625,1803040625,"[not yet translated]","中山劉元帥局",18030406
1803040626,1803040626,"[not yet translated]","中山察魯局",18030406
1803040627,1803040627,"[not yet translated]","深州織染局",18030406
1803040628,1803040628,"[not yet translated]","深州趙良局",18030406
1803040629,1803040629,"[not yet translated]","弘州人匠提舉司",18030406
1803040630,1803040630,"[not yet translated]","納失失毛段二局",18030406
1803040631,1803040631,"[not yet translated]","雲內州織染局",18030406
1803040632,1803040632,"[not yet translated]","大同織染局",18030406
1803040633,1803040633,"[not yet translated]","朔州毛子局",18030406
1803040634,1803040634,"[not yet translated]","恩州織染局",18030406
1803040635,1803040635,"[not yet translated]","恩州東昌局",18030406
1803040636,1803040636,"[not yet translated]","保定織染提舉司",18030406
1803040637,1803040637,"[not yet translated]","大名人匠提舉司",18030406
1803040638,1803040638,"[not yet translated]","永平路紋錦等局提舉司",18030406
1803040639,1803040639,"[not yet translated]","大寧路織染局",18030406
1803040640,1803040640,"[not yet translated]","雲州織染提舉司",18030406
1803040641,1803040641,"[not yet translated]","順德路織染局",18030406
1803040642,1803040642,"[not yet translated]","彰德路織染人匠局",18030406
1803040643,1803040643,"[not yet translated]","懷慶路織染局",18030406
1803040645,1803040645,"[not yet translated]","宣德府織染提舉司",18030406
1803040646,1803040646,"[not yet translated]","東聖州織染局",18030406
1803040647,1803040647,"[not yet translated]","宣德八魯局",18030406
1803040648,1803040648,"[not yet translated]","東平路疃局",18030406
1803040649,1803040649,"[not yet translated]","興和路蕁麻林人匠提舉司",18030406
1803040650,1803040650,"[not yet translated]","陽門天城織染局",18030406
1803040651,1803040651,"[not yet translated]","巡河提領所",18030406
180305,180305,"[not yet translated]","樞密院門",1803
18030501,18030501,"[not yet translated]","本官司",180305
18030502,18030502,"[not yet translated]","樞密院-客省使",180305
18030503,18030503,"[not yet translated]","樞密院-斷事官廳",180305
180306,180306,"[not yet translated]","御史台門",1803
18030601,18030601,"[not yet translated]","本官司",180306
18030602,18030602,"[not yet translated]","殿中司",180306
18030603,18030603,"[not yet translated]","御史臺-察院",180306
180307,180307,"[not yet translated]","大宗正府門",1803
18030701,18030701,"[not yet translated]","本官司",180307
180308,180308,"[not yet translated]","太禧宗禋院門",1803
18030801,18030801,"[not yet translated]","本官司",180308
18030802,18030802,"[not yet translated]","隆禧總管府",180308
1803080201,1803080201,"[not yet translated]","普安智全營繕司",18030802
1803080202,1803080202,"[not yet translated]","祐國營繕都司",18030802
1803080203,1803080203,"[not yet translated]","田賦提舉司",18030802
1803080204,1803080204,"[not yet translated]","隆禧總管府-資用庫",18030802
1803080205,1803080205,"[not yet translated]","萬聖庫",18030802
1803080206,1803080206,"[not yet translated]","福元營繕司",18030802
18030803,18030803,"[not yet translated]","會福總管府",180308
1803080301,1803080301,"[not yet translated]","仁王營繕司",18030803
1803080302,1803080302,"[not yet translated]","某處營田提舉司",18030803
1803080304,1803080304,"[not yet translated]","大都等路民佃提領所",18030803
1803080305,1803080305,"[not yet translated]","會福財用所",18030803
18030804,18030804,"[not yet translated]","崇祥總管府",180308
1803080401,1803080401,"[not yet translated]","永福營繕司",18030804
1803080402,1803080402,"[not yet translated]","昭孝營繕司",18030804
1803080403,1803080403,"[not yet translated]","普慶營繕司",18030804
1803080404,1803080404,"[not yet translated]","崇祥財用所",18030804
1803080405,1803080405,"[not yet translated]","永福財用所",18030804
1803080406,1803080406,"[not yet translated]","稻田提舉司",18030804
1803080408,1803080408,"[not yet translated]","平江等處田賦提舉司",18030804
1803080409,1803080409,"[not yet translated]","冀寧提領所",18030804
18030805,18030805,"[not yet translated]","隆祥使司",180308
1803080501,1803080501,"[not yet translated]","普明營繕都司",18030805
1803080502,1803080502,"[not yet translated]","集慶萬壽營繕都司",18030805
1803080503,1803080503,"[not yet translated]","元興營繕都司",18030805
1803080504,1803080504,"[not yet translated]","宣農提舉司",18030805
1803080505,1803080505,"[not yet translated]","護聖營繕司",18030805
1803080506,1803080506,"[not yet translated]","平江善農提舉司",18030805
1803080507,1803080507,"[not yet translated]","善盈庫",18030805
1803080508,1803080508,"[not yet translated]","荊襄等處濟農香戶提舉司",18030805
1803080509,1803080509,"[not yet translated]","某處田賦提領所",18030805
1803080511,1803080511,"[not yet translated]","集慶崇禧財用所",18030805
18030806,18030806,"[not yet translated]","壽福總管府",180308
1803080601,1803080601,"[not yet translated]","萬安營繕司",18030806
1803080602,1803080602,"[not yet translated]","萬寧營繕司",18030806
1803080603,1803080603,"[not yet translated]","壽福總管府-收支庫",18030806
1803080604,1803080604,"[not yet translated]","延聖營繕司",18030806
1803080605,1803080605,"[not yet translated]","壽福總管府-諸物庫",18030806
180309,180309,"[not yet translated]","宣政院門",1803
18030901,18030901,"[not yet translated]","本官司",180309
18030902,18030902,"[not yet translated]","宣政院-斷事官廳",180309
18030903,18030903,"[not yet translated]","客省使廳",180309
18030904,18030904,"[not yet translated]","大都歸運提點所",180309
18030905,18030905,"[not yet translated]","上都歸運提點所",180309
18030906,18030906,"[not yet translated]","大都提舉資善庫",180309
18030907,18030907,"[not yet translated]","上都利貞庫",180309
18030908,18030908,"[not yet translated]","大濟倉",180309
18030909,18030909,"[not yet translated]","興教寺",180309
18030910,18030910,"[not yet translated]","吐蕃等處宣慰司都元帥府",180309
1803091001,1803091001,"[not yet translated]","脫思麻路軍民萬戶府",18030910
1803091002,1803091002,"[not yet translated]","西夏中興河州等處軍民總管府",18030910
18030911,18030911,"[not yet translated]","洮州元帥府",180309
18030912,18030912,"[not yet translated]","十八族元帥府",180309
18030913,18030913,"[not yet translated]","積石州元帥府",180309
18030914,18030914,"[not yet translated]","禮店文州蒙古漢軍西番軍民元帥府",180309
1803091401,1803091401,"[not yet translated]","禮店文州蒙古漢軍奧魯軍民千戶所",18030914
1803091402,1803091402,"[not yet translated]","禮店文州蒙古漢軍西番軍民上千戶所",18030914
1803091403,1803091403,"[not yet translated]","禮店階州西水蒙古漢軍西番軍民總把",18030914
18030915,18030915,"[not yet translated]","吐番等處招討使司",180309
1803091501,1803091501,"[not yet translated]","脫思麻探馬軍四萬戶府",18030915
1803091502,1803091502,"[not yet translated]","脫思麻路新附軍千戶所",18030915
1803091503,1803091503,"[not yet translated]","文扶州西路南路底牙等處萬戶府",18030915
1803091504,1803091504,"[not yet translated]","鳳翔等處千戶所",18030915
1803091505,1803091505,"[not yet translated]","慶陽寧環等處管軍總把",18030915
1803091506,1803091506,"[not yet translated]","文州課程倉糧官",18030915
1803091507,1803091507,"[not yet translated]","岷州十八族週迴捕盜官",18030915
1803091508,1803091508,"[not yet translated]","常陽帖城阿不籠等處萬戶府",18030915
1803091509,1803091509,"[not yet translated]","階文扶州等處番漢軍上千戶所",18030915
1803091511,1803091511,"[not yet translated]","必呈萬戶府",18030915
18030916,18030916,"[not yet translated]","松潘宕疊威茂州等處軍民安撫使司",180309
1803091601,1803091601,"[not yet translated]","靜州茶上必里溪安鄉等二十六族軍民千戶所",18030916
1803091602,1803091602,"[not yet translated]","龍木頭都留等一十二族軍民千戶所",18030916
1803091603,1803091603,"[not yet translated]","岳希蓬蘿蔔村等處二十二族軍民千戶所",18030916
1803091604,1803091604,"[not yet translated]","折藏萬戶府",18030916
18030917,18030917,"[not yet translated]","土蕃等路宣慰使司都元帥府",180309
18030918,18030918,"[not yet translated]","朵甘思田地裏管軍民都元帥府",180309
18030919,18030919,"[not yet translated]","剌馬兒剛等處招討使司",180309
18030920,18030920,"[not yet translated]","奔不田地裏招討使司",180309
18030921,18030921,"[not yet translated]","奔不兒亦思剛百姓",180309
18030922,18030922,"[not yet translated]","碉門魚通黎雅長河西寧遠等處軍民安撫使司",180309
18030923,18030923,"[not yet translated]","六番招討使司",180309
18030924,18030924,"[not yet translated]","天全招討使司",180309
1803092401,1803092401,"[not yet translated]","魚通路萬戶府",18030924
1803092402,1803092402,"[not yet translated]","碉門魚通等處管軍守鎮萬戶府",18030924
1803092403,1803092403,"[not yet translated]","長河西管軍萬戶府",18030924
18030925,18030925,"[not yet translated]","長河西裏管軍招討使司",180309
18030926,18030926,"[not yet translated]","朵甘思招討使司",180309
1803092601,1803092601,"[not yet translated]","朵甘思哈答李唐魚通等處錢糧總管府",18030926
1803092602,1803092602,"[not yet translated]","亦思馬兒甘萬戶府",18030926
18030927,18030927,"[not yet translated]","烏思藏納里速古魯孫等三路宣慰使司都元帥府",180309
1803092701,1803092701,"[not yet translated]","牙里不藏思八萬戶府",18030927
1803092702,1803092702,"[not yet translated]","迷兒軍萬戶府",18030927
18030928,18030928,"[not yet translated]","規運提點所",180309
18030929,18030929,"[not yet translated]","萬寧提點所",180309
180310,180310,"[not yet translated]","翰林兼國史院門",1803
18031001,18031001,"[not yet translated]","本官司",180310
180311,180311,"[not yet translated]","蒙古翰林院門",1803
18031101,18031101,"[not yet translated]","本官司",180311
18031102,18031102,"[not yet translated]","蒙古國子監",180311
18031103,18031103,"[not yet translated]","蒙古國子學",180311
18031104,18031104,"[not yet translated]","內八府宰相",180311
180312,180312,"[not yet translated]","集賢院門",1803
18031201,18031201,"[not yet translated]","本官司",180312
18031202,18031202,"[not yet translated]","國子監",180312
18031203,18031203,"[not yet translated]","國子學",180312
18031204,18031204,"[not yet translated]","興文署",180312
180313,180313,"[not yet translated]","奎章閣學士院門",1803
18031301,18031301,"[not yet translated]","本官司",180313
18031302,18031302,"[not yet translated]","群玉內司",180313
180314,180314,"[not yet translated]","宣文閣門",1803
18031401,18031401,"[not yet translated]","本官司",180314
180315,180315,"[not yet translated]","太常禮儀院門",1803
18031501,18031501,"[not yet translated]","本官司",180315
18031502,18031502,"[not yet translated]","太廟署",180315
18031503,18031503,"[not yet translated]","郊祀署",180315
18031504,18031504,"[not yet translated]","社稷署",180315
18031505,18031505,"[not yet translated]","大樂署",180315
180316,180316,"[not yet translated]","典瑞院門",1803
18031601,18031601,"[not yet translated]","本官司",180316
180317,180317,"[not yet translated]","太史院門",1803
18031701,18031701,"[not yet translated]","本官司",180317
180318,180318,"[not yet translated]","太醫院門",1803
18031801,18031801,"[not yet translated]","本官司",180318
18031802,18031802,"[not yet translated]","廣惠司",180318
1803180201,1803180201,"[not yet translated]","大都回回藥物院",18031802
1803180202,1803180202,"[not yet translated]","上都回回藥物院",18031802
18031803,18031803,"[not yet translated]","御藥院",180318
18031804,18031804,"[not yet translated]","御藥局",180318
18031805,18031805,"[not yet translated]","行御藥局",180318
18031806,18031806,"[not yet translated]","御香局",180318
18031807,18031807,"[not yet translated]","大都惠民局",180318
18031808,18031808,"[not yet translated]","上都惠民局",180318
18031809,18031809,"[not yet translated]","醫學提舉司",180318
180319,180319,"[not yet translated]","將作院門",1803
18031901,18031901,"[not yet translated]","本官司",180319
18031902,18031902,"[not yet translated]","諸路金玉人匠總管府",180319
1803190201,1803190201,"[not yet translated]","玉局提舉司",18031902
1803190202,1803190202,"[not yet translated]","金銀器盒提舉司",18031902
1803190203,1803190203,"[not yet translated]","瑪瑙提舉司",18031902
1803190204,1803190204,"[not yet translated]","陽山瑪瑙提舉司",18031902
1803190205,1803190205,"[not yet translated]","諸路金玉人匠總管府-金絲子局",18031902
1803190206,1803190206,"[not yet translated]","鞓帶斜皮局",18031902
1803190207,1803190207,"[not yet translated]","瓘玉局",18031902
1803190208,1803190208,"[not yet translated]","浮梁磁局",18031902
1803190209,1803190209,"[not yet translated]","畫局",18031902
1803190210,1803190210,"[not yet translated]","珠子民匠官",18031902
1803190211,1803190211,"[not yet translated]","粧釘局",18031902
1803190212,1803190212,"[not yet translated]","大小雕木局",18031902
1803190213,1803190213,"[not yet translated]","宣德隆興等處瑪瑙人匠提舉司",18031902
1803190214,1803190214,"[not yet translated]","溫犀玳瑁局",18031902
1803190215,1803190215,"[not yet translated]","上都金銀器盒局",18031902
1803190216,1803190216,"[not yet translated]","漆紗冠冕局",18031902
1803190217,1803190217,"[not yet translated]","大同路採砂所",18031902
1803190218,1803190218,"[not yet translated]","管匠都提領所",18031902
1803190219,1803190219,"[not yet translated]","監造諸般寶貝官",18031902
1803190220,1803190220,"[not yet translated]","諸路金玉人匠總管府-收支諸物庫",18031902
1803190221,1803190221,"[not yet translated]","行諸路金玉人匠總管府",18031902
1803190222,1803190222,"[not yet translated]","諸路金玉人匠總管府-異樣局總管府",18031902
18031903,18031903,"[not yet translated]","異樣局總管府",180319
1803190301,1803190301,"[not yet translated]","異樣紋繡提舉司",18031903
1803190302,1803190302,"[not yet translated]","綾錦織染提舉司",18031903
1803190303,1803190303,"[not yet translated]","紗羅提舉司",18031903
1803190304,1803190304,"[not yet translated]","紗金顏料總庫",18031903
18031904,18031904,"[not yet translated]","大都等路民匠總管府",180319
1803190401,1803190401,"[not yet translated]","備章總院",18031904
1803190402,1803190402,"[not yet translated]","尚衣局",18031904
1803190403,1803190403,"[not yet translated]","御衣局",18031904
1803190404,1803190404,"[not yet translated]","御衣史道安局",18031904
1803190405,1803190405,"[not yet translated]","高麗提舉司",18031904
1803190406,1803190406,"[not yet translated]","織佛像提舉司",18031904
180320,180320,"[not yet translated]","通政院門",1803
18032001,18032001,"[not yet translated]","本官司",180320
18032002,18032002,"[not yet translated]","廩給司",180320
180321,180321,"[not yet translated]","大司農司門",1803
18032101,18032101,"[not yet translated]","本官司",180321
18032102,18032102,"[not yet translated]","籍田署",180321
18032103,18032103,"[not yet translated]","供膳司",180321
1803210301,1803210301,"[not yet translated]","輔用庫",18032103
1803210302,1803210302,"[not yet translated]","興中州等處油戶提領所",18032103
1803210303,1803210303,"[not yet translated]","蔚州麵戶提領所",18032103
18032104,18032104,"[not yet translated]","永平屯田總管府",180321
180322,180322,"[not yet translated]","崇福司",1803
18032201,18032201,"[not yet translated]","本官司",180322
180323,180323,"[not yet translated]","回回哈的司",1803
18032301,18032301,"[not yet translated]","本官司",180323
180324,180324,"[not yet translated]","都護府門",1803
18032401,18032401,"[not yet translated]","本官司",180324
180325,180325,"[not yet translated]","寺監門",1803
18032501,18032501,"[not yet translated]","武備寺",180325
1803250101,1803250101,"[not yet translated]","壽武庫",18032501
1803250102,1803250102,"[not yet translated]","利器庫",18032501
1803250103,1803250103,"[not yet translated]","廣勝庫",18032501
1803250104,1803250104,"[not yet translated]","某處軍器人匠提舉司",18032501
180325010401,180325010401,"[not yet translated]","甲局",1803250104
180325010402,180325010402,"[not yet translated]","弓局",1803250104
1803250106,1803250106,"[not yet translated]","軍器人匠局",18032501
1803250113,1803250113,"[not yet translated]","某處軍器局",18032501
1803250114,1803250114,"[not yet translated]","某處甲匠提舉司",18032501
180325011401,180325011401,"[not yet translated]","上都-甲局",1803250114
1803250115,1803250115,"[not yet translated]","遼河等處諸色人匠提舉司",18032501
180325011501,180325011501,"[not yet translated]","遼河-弓局",1803250115
180325011502,180325011502,"[not yet translated]","遼河-甲局",1803250115
1803250116,1803250116,"[not yet translated]","上都雜造局",18032501
1803250120,1803250120,"[not yet translated]","廣平路甲局",18032501
1803250124,1803250124,"[not yet translated]","欠州武器局",18032501
1803250126,1803250126,"[not yet translated]","大都箭局",18032501
1803250128,1803250128,"[not yet translated]","豐州雜造局",18032501
1803250134,1803250134,"[not yet translated]","大都弓匠提舉司",18032501
1803250135,1803250135,"[not yet translated]","大都弦局",18032501
1803250138,1803250138,"[not yet translated]","大都雜造局",18032501
18032502,18032502,"[not yet translated]","太府監",180325
1803250201,1803250201,"[not yet translated]","內藏庫",18032502
1803250202,1803250202,"[not yet translated]","右藏",18032502
1803250203,1803250203,"[not yet translated]","左藏",18032502
18032503,18032503,"[not yet translated]","度支監",180325
18032504,18032504,"[not yet translated]","利用監",180325
1803250401,1803250401,"[not yet translated]","資用庫",18032504
1803250402,1803250402,"[not yet translated]","怯憐口皮局人匠提舉司",18032504
1803250403,1803250403,"[not yet translated]","雜造雙線局",18032504
1803250404,1803250404,"[not yet translated]","熟皮局",18032504
1803250405,1803250405,"[not yet translated]","軟皮局",18032504
1803250406,1803250406,"[not yet translated]","利用監-斜皮局",18032504
1803250407,1803250407,"[not yet translated]","貂鼠局提舉司",18032504
1803250408,1803250408,"[not yet translated]","貂鼠局",18032504
1803250409,1803250409,"[not yet translated]","利用監-染局",18032504
18032505,18032505,"[not yet translated]","中尚監",180325
1803250501,1803250501,"[not yet translated]","資成庫",18032505
18032506,18032506,"[not yet translated]","章佩監",180325
1803250601,1803250601,"[not yet translated]","御帶庫",18032506
1803250602,1803250602,"[not yet translated]","異珍庫",18032506
18032507,18032507,"[not yet translated]","經正監",180325
18032508,18032508,"[not yet translated]","祕書監",180325
18032509,18032509,"[not yet translated]","藝文監",180325
1803250901,1803250901,"[not yet translated]","監書博士所",18032509
1803250902,1803250902,"[not yet translated]","藝林庫",18032509
1803250903,1803250903,"[not yet translated]","廣成局",18032509
18032510,18032510,"[not yet translated]","都水監",180325
1803251001,1803251001,"[not yet translated]","大都河道提舉司",18032510
18032511,18032511,"[not yet translated]","司天監",180325
18032512,18032512,"[not yet translated]","回回司天監",180325
18032513,18032513,"[not yet translated]","司禋監",180325
180326,180326,"[not yet translated]","詳定使司門",1803
18032601,18032601,"[not yet translated]","本官司",180326
1804,1804,"[not yet translated]","皇宮兩京禁衛與宿衛機構類",18
180401,180401,"[not yet translated]","侍衛親軍門",1804
18040101,18040101,"[not yet translated]","蒙古衛軍",180401
1804010101,1804010101,"[not yet translated]","左、右翊蒙古侍衛親軍都指揮使司",18040101
1804010102,1804010102,"[not yet translated]","宗仁蒙古侍衛親軍都指揮使司",18040101
18040102,18040102,"[not yet translated]","漢人衛軍",180401
1804010201,1804010201,"[not yet translated]","漢人衛軍-前衛",18040102
1804010202,1804010202,"[not yet translated]","漢人衛軍-後衛",18040102
1804010203,1804010203,"[not yet translated]","漢人衛軍-中衛",18040102
1804010204,1804010204,"[not yet translated]","漢人衛軍-左衛",18040102
1804010205,1804010205,"[not yet translated]","漢人衛軍-右衛",18040102
1804010206,1804010206,"[not yet translated]","武衛親軍都指揮使司",18040102
1804010207,1804010207,"[not yet translated]","虎賁親軍都指揮使司",18040102
1804010208,1804010208,"[not yet translated]","忠翊侍衛親軍都指揮使司",18040102
1804010209,1804010209,"[not yet translated]","鎮守海口侍衛親軍屯儲都指揮使司",18040102
1804010210,1804010210,"[not yet translated]","宣鎮侍衛",18040102
1804010211,1804010211,"[not yet translated]","女直侍衛親軍萬戶府",18040102
18040103,18040103,"[not yet translated]","色目衛軍",180401
1804010301,1804010301,"[not yet translated]","唐兀衛親軍都指揮使司",18040103
1804010302,1804010302,"[not yet translated]","左、右衛欽察親軍都指揮使司",18040103
1804010303,1804010303,"[not yet translated]","貴赤衛親軍都指揮使司",18040103
1804010304,1804010304,"[not yet translated]","西域衛，又稱阿兒渾衛",18040103
1804010305,1804010305,"[not yet translated]","康里衛",18040103
1804010306,1804010306,"[not yet translated]","左、右衛阿速親軍都指揮使司",18040103
1804010307,1804010307,"[not yet translated]","隆鎮衛親軍都指揮使司",18040103
1804010308,1804010308,"[not yet translated]","龍翊衛親軍都指揮使司",18040103
1804010309,1804010309,"[not yet translated]","宣忠斡羅思扈衛親軍都指揮使司",18040103
1804010310,1804010310,"[not yet translated]","威武阿速衛親軍都指揮使司",18040103
180402,180402,"[not yet translated]","左右翼屯田萬戶府",1804
180403,180403,"[not yet translated]","右衛率府",1804
180404,180404,"[not yet translated]","侍衛親軍門",1804
18040401,18040401,"[not yet translated]","東宮、後宮衛軍",180404
1804040101,1804040101,"[not yet translated]","左都威衛使司",18040401
180404010101,180404010101,"[not yet translated]","左都威衛使司本官司",1804040101
180404010102,180404010102,"[not yet translated]","鎮撫所",1804040101
180404010103,180404010103,"[not yet translated]","行軍千戶所",1804040101
180404010104,180404010104,"[not yet translated]","屯田左右千戶",1804040101
180404010105,180404010105,"[not yet translated]","弩軍千戶所",1804040101
180404010106,180404010106,"[not yet translated]","資食倉",1804040101
1804040102,1804040102,"[not yet translated]","右都威衛使司",18040401
180404010201,180404010201,"[not yet translated]","右都威衛使司本官司",1804040102
180404010202,180404010202,"[not yet translated]","鎮撫司",1804040102
180404010203,180404010203,"[not yet translated]","行軍千戶所",1804040102
180404010204,180404010204,"[not yet translated]","屯田千戶所",1804040102
180404010205,180404010205,"[not yet translated]","廣貯倉",1804040102
1804040103,1804040103,"[not yet translated]","衛候直都指揮使司",18040401
180404010301,180404010301,"[not yet translated]","衛候直都指揮使司本官司",1804040103
180404010302,180404010302,"[not yet translated]","百戶所",1804040103
180404010303,180404010303,"[not yet translated]","儀從庫",1804040103
18040402,18040402,"[not yet translated]","怯薛執事",180404
1805,1805,"[not yet translated]","軍事統帥機構與地方鎮戍機構類",18
180501,180501,"[not yet translated]","行樞密院門",1805
18050101,18050101,"[not yet translated]","西川行樞密院",180501
18050102,18050102,"[not yet translated]","江南行樞密院",180501
18050103,18050103,"[not yet translated]","甘肅行樞密院",180501
18050104,18050104,"[not yet translated]","河南行樞密院",180501
18050105,18050105,"[not yet translated]","嶺北行樞密院",180501
180502,180502,"[not yet translated]","蒙古軍都萬戶府門",1805
18050201,18050201,"[not yet translated]","山東河北蒙古軍都萬戶府",180502
18050202,18050202,"[not yet translated]","河南淮北蒙古軍都萬戶府",180502
18050203,18050203,"[not yet translated]","四川蒙古軍都萬戶府",180502
18050204,18050204,"[not yet translated]","陝西蒙古軍都萬戶府",180502
180503,180503,"[not yet translated]","萬戶府門",1805
18050301,18050301,"[not yet translated]","上萬戶府",180503
18050302,18050302,"[not yet translated]","中萬戶府",180503
18050303,18050303,"[not yet translated]","下萬戶府",180503
18050304,18050304,"[not yet translated]","萬戶府-鎮撫司",180503
18050305,18050305,"[not yet translated]","上千戶所",180503
18050306,18050306,"[not yet translated]","中千戶所",180503
18050307,18050307,"[not yet translated]","下千戶所",180503
180504,180504,"[not yet translated]","元帥府門",1805
1806,1806,"[not yet translated]","兩都巡幸制度類",18
180601,180601,"[not yet translated]","大都管理機構門",1806
18060101,18060101,"[not yet translated]","大都留守司",180601
1806010101,1806010101,"[not yet translated]","本官司",18060101
1806010102,1806010102,"[not yet translated]","大都留守司-修內司",18060101
180601010201,180601010201,"[not yet translated]","大木局",1806010102
180601010202,180601010202,"[not yet translated]","小木局",1806010102
180601010203,180601010203,"[not yet translated]","大都-泥瓦局",1806010102
180601010204,180601010204,"[not yet translated]","車局",1806010102
180601010205,180601010205,"[not yet translated]","粧釘局",1806010102
180601010206,180601010206,"[not yet translated]","銅局",1806010102
180601010207,180601010207,"[not yet translated]","竹作局",1806010102
180601010208,180601010208,"[not yet translated]","繩局",1806010102
1806010103,1806010103,"[not yet translated]","祗應司",18060101
180601010301,180601010301,"[not yet translated]","祗應司-油漆局",1806010103
180601010302,180601010302,"[not yet translated]","祗應司-畫局",1806010103
180601010303,180601010303,"[not yet translated]","銷金局",1806010103
180601010304,180601010304,"[not yet translated]","裱褙局",1806010103
180601010305,180601010305,"[not yet translated]","燒紅局",1806010103
1806010104,1806010104,"[not yet translated]","大都留守司-器物局",18060101
